sliding_window,lag_price_window,percentile,data_points,mse,mae,r2,worst_avg_error
7,1,100,2252,1000.4666829263855,19.210027010648304,0.7064392725717947,20.206729358910138
7,1,99,2229,775.6220869025708,17.895047369185857,0.7661369274054317,19.40780423749248
7,1,95,2139,465.68064180994315,14.898792726679082,0.8452831421002172,20.206729358910138
7,1,85,1914,207.3074736663907,10.674757987814449,0.9216316886763168,22.43122809491197
7,1,75,1689,107.40552077637065,8.002703112480962,0.9515066397012845,25.04888834289403
7,2,100,2252,3894.060532458608,27.597746599524967,-0.1426100059767068,29.03625092191738
7,2,99,2229,1476.1076438784673,23.683182123488272,0.5591616252689597,27.88193774169973
7,2,95,2139,807.0714184708281,19.269811323571158,0.7371271364957785,29.03625092191738
7,2,85,1914,344.4101863460244,13.577505178035631,0.8732465209946033,32.26163989456111
7,2,75,1689,175.09802233229442,10.069049404764861,0.9313968840059739,36.122123584055984
7,4,100,2252,3817.1797612269797,27.604047450034656,-0.12005135858428906,29.045757349610696
7,4,99,2229,1570.9791785427565,23.672757499098353,0.5322657662002293,27.888182931770498
7,4,95,2139,817.9275773464501,18.93814903007214,0.7414950436581952,29.045757349610696
7,4,85,1914,332.5269990454091,13.038087398291598,0.8835727683929022,32.3032246583523
7,4,75,1689,158.56201891002289,9.4293699615218,0.9384060339272621,36.22435078402029
7,6,100,2252,796.1315123001777,16.330803730017763,0.7663960730848706,17.177934579439253
7,6,99,2229,592.9755878869448,15.062359802602064,0.8190591011016984,16.499300134589504
7,6,95,2139,348.7560739130435,12.3622487143525,0.8888370965369763,17.177934579439253
7,6,85,1914,138.96889273772206,8.48014106583072,0.9511315476120377,19.093994778067884
7,6,75,1689,65.14455660153936,6.139911190053286,0.973245006086744,21.37719952634695
10,1,100,2249,780.4685820166203,17.17099395620819,0.7712758218426008,18.064557274424352
10,1,99,2226,613.9794021041783,16.031277958442047,0.8109243865589517,17.347798507613852
10,1,95,2136,380.6209822835277,13.440725855598233,0.8728507085440842,18.064557274424352
10,1,85,1911,170.5300558806248,9.622866442438857,0.9333155680959949,20.051837465272445
10,1,75,1687,84.49921097833226,7.128781226317342,0.9628867399922239,22.382046867608164
10,2,100,2249,1059.5638169208742,19.256994085434968,0.6894841524506323,20.26006691985404
10,2,99,2226,781.3734422247378,17.78706900348064,0.7625646063775448,19.455376942416315
10,2,95,2136,463.9055186562001,14.735676196800355,0.8492026706500699,20.26006691985404
10,2,85,1911,204.00472669094296,10.485362822149218,0.9257195406744732,22.479014353524843
10,2,75,1687,100.75276065188775,7.750823803223069,0.9552911118893481,25.084332844738412
10,4,100,2249,11908.021367989339,44.32651699583977,-2.4897655890728854,46.64602651603594
10,4,99,2226,4155.590614743836,36.378121038933294,-0.2440787731583698,44.78374311586014
10,4,95,2136,1675.8550861793397,28.045353329144884,0.4485170067933347,46.64602651603594
10,4,85,1911,744.7981973535897,20.032835636892077,0.7291983865969995,51.873186132458294
10,4,75,1687,379.01033543852975,14.889594569948205,0.8546367525393178,58.101410641876505
10,6,100,2249,3559.4745569100032,27.441287572967873,-0.04313986681923354,28.873620681466615
10,6,99,2226,1474.1446262810941,23.817637569089044,0.5602028574562552,27.724294725373426
10,6,95,2136,843.0439928662388,19.5182404102557,0.7336633182936743,28.873620681466615
10,6,85,1911,349.7309012785565,13.60104507653745,0.8806698414516773,32.085483458903056
10,6,75,1687,168.42517907939728,9.954485352406806,0.9386698386875767,35.91595752940833
15,1,100,2244,716.2891392100769,16.688251538119324,0.7905286015333091,17.55660703052945
15,1,99,2221,562.8111213440523,15.605326623823757,0.8260321433627081,16.86057159979863
15,1,95,2131,363.1645499221891,13.216563538532975,0.8724528860445946,17.55660703052945
15,1,85,1907,160.6035041753873,9.48041897473223,0.9368469639380737,19.47151374083809
15,1,75,1683,85.12091059702844,7.178479901325663,0.9606105937889384,21.719871673525276
15,2,100,2244,870.2827730797778,18.001421491386353,0.745494745683942,18.937641441769433
15,2,99,2221,642.6857422343236,16.690198549214838,0.8062283438831813,18.186905897118322
15,2,95,2131,413.64310908753737,14.13598976426565,0.8635658919866855,18.937641441769433
15,2,85,1907,187.29399658086913,10.18857355456126,0.9287720585161422,20.998536182081995
15,2,75,1683,96.82322643365298,7.652400244346826,0.956615805197276,23.41894589645653
15,4,100,2244,1409.8128442804025,21.559492030743414,0.5877147203524645,22.685323355587595
15,4,99,2221,923.4127809255433,19.63156260184211,0.7199687308357772,21.78190640490281
15,4,95,2131,568.6131076641549,16.43354958369477,0.8202855052445993,22.685323355587595
15,4,85,1907,256.10065678954294,11.790029865337708,0.9105394047903118,25.177178854338628
15,4,75,1683,130.26754068805602,8.775903903223927,0.9475810702291888,28.124440589343088
15,6,100,2244,6173.921929130953,36.40763923336895,-0.805500027468568,38.31873492945891
15,6,99,2221,2677.5739052531612,31.234523694044942,0.1934782201523546,36.78420724990544
15,6,95,2131,1382.8312735248785,25.053161098728534,0.5437957015172742,38.31873492945891
15,6,85,1907,601.6530865751182,17.60797907428412,0.7756227024187876,42.58989852290139
15,6,75,1683,290.29415664276104,12.796544586718234,0.8759652715398535,47.709765862942405
30,1,100,2229,688.9542140738599,16.34470505517757,0.7998152065155661,17.194373135239932
30,1,99,2206,519.7988456859847,15.197444054476229,0.842013028434329,16.514604675499
30,1,95,2117,335.51691502419806,12.917046151589242,0.8842327154895573,17.194373135239932
30,1,85,1894,161.35807329254718,9.489981668056005,0.93677961346695,19.077637661569373
30,1,75,1672,86.9787461907742,7.206320250714412,0.9608950531179596,21.27153684679156
