Datetime,MarginalES,SMA_3,EMA_3,BB_Upper,BB_Middle,BB_Lower,ROC_3,RSI_3
2023-08-21 14:00:00,101.1,89.90666666666664,92.49309968698158,105.7667241136662,89.90666666666664,74.04660921966708,22.027761013880507,79.86407729401918
2023-08-22 14:00:00,99.51,94.77333333333331,96.00154984349079,110.47301768967583,94.77333333333331,79.0736489769908,17.19467671652339,74.21863185694048
2023-08-23 14:00:00,114.56,105.05666666666666,105.2807749217454,118.55896605931714,105.05666666666666,91.55436727401617,36.85342253016367,87.13272557809023
2023-08-24 14:00:00,112.27,108.77999999999997,108.77538746087271,122.02242676651606,108.77999999999997,95.53757323348388,11.048466864490605,78.19314956536121
2023-08-25 14:00:00,100.06,108.96333333333331,104.41769373043635,121.69262064863226,108.96333333333331,96.23404601803436,0.5527082705255725,42.95019977863422
2023-08-26 14:00:00,89.91,100.74666666666666,97.16384686521818,119.02933848696622,100.74666666666666,82.46399484636709,-21.51710893854749,27.496724898311555
2023-08-27 14:00:00,0.0,63.3233333333333,48.58192343260909,153.25870321390644,63.3233333333333,-26.612036547239832,-100.0,4.756618454405142
2023-08-28 14:00:00,68.0,52.636666666666635,58.290961716304544,129.19559444274108,52.636666666666635,-23.922261109407806,-32.04077553467919,50.86033246400697
2023-08-29 14:00:00,86.0,51.333333333333314,72.14548085815227,125.40237019909918,51.333333333333314,-22.735703532432552,-4.348793237682123,58.78240179811306
2023-08-30 14:00:00,95.68,83.22666666666665,83.91274042907614,106.1650847076331,83.22666666666665,60.28824862570019,,63.525768365922175
2023-08-31 14:00:00,89.31,90.32999999999998,86.61137021453807,98.36424337859941,90.32999999999998,82.29575662140056,31.33823529411765,57.04566426636064
2023-09-01 14:00:00,88.9,91.29666666666664,87.75568510726904,97.50466867124021,91.29666666666664,85.08866466209307,3.3720930232558204,56.48933208945494
2023-09-02 14:00:00,83.0,87.06999999999998,85.37784255363452,92.83557600475214,87.06999999999998,81.30442399524782,-13.252508361204018,46.66576264991256
2023-09-03 14:00:00,11.33,61.07666666666665,48.35392127681726,131.59381603868468,61.07666666666665,-9.440482705351393,-87.31385063262793,11.194351407255397
2023-09-04 14:00:00,70.0,54.77666666666664,59.17696063840863,117.12963255887993,54.77666666666664,-7.576299225546649,-21.259842519685044,54.06672117839185
2023-09-05 14:00:00,80.31,53.879999999999974,69.74348031920431,114.64075268350965,53.879999999999974,-6.880752683509698,-3.2409638554216835,59.252052098714636
2023-09-06 14:00:00,79.77,76.69333333333331,74.75674015960215,86.16939908986686,76.69333333333331,67.21726757679977,604.0600176522506,58.73116452629361
2023-09-07 14:00:00,83.0,81.02666666666664,78.87837007980107,83.85199653923154,81.02666666666664,78.20133679410175,18.571428571428573,61.7482777939519
2023-09-08 14:00:00,81.1,81.28999999999996,79.98918503990053,83.94093694126902,81.28999999999996,78.63906305873091,0.9836882081932412,58.00641577067716
2023-09-09 14:00:00,73.5,79.19999999999997,76.74459251995026,87.40893821797846,79.19999999999997,70.99106178202149,-7.860097781120717,42.53942606114236
2023-09-10 14:00:00,75.0,76.5333333333333,75.87229625997513,83.10668018929746,76.5333333333333,69.95998647736914,-9.63855421686747,46.74350867656776
2023-09-11 14:00:00,92.0,80.16666666666664,83.93614812998757,96.9462839315352,80.16666666666664,63.38704940179808,13.440197287299638,76.26503474704413
2023-09-12 14:00:00,97.2,88.06666666666665,90.5680740649938,107.02721049383916,88.06666666666665,69.10612283949413,32.244897959183675,81.07770179432102
2023-09-13 14:00:00,93.0,94.06666666666665,91.7840370324969,98.57246539964622,94.06666666666665,89.56086793368708,24.0,65.08814821812203
2023-09-14 14:00:00,89.0,93.06666666666665,90.39201851624844,99.76260241572034,93.06666666666665,86.37073091761296,-3.260869565217391,50.78138446603822
2023-09-15 14:00:00,109.18,97.05999999999999,99.78600925812422,114.50865228797228,97.05999999999999,79.6113477120277,12.32510288065844,81.5202546759829
2023-09-16 14:00:00,76.23,91.46999999999998,88.00800462906211,118.59938382393835,91.46999999999998,64.34061617606162,-18.032258064516125,32.22626373400739
2023-09-17 14:00:00,4.08,63.16333333333332,46.044002314531056,150.9442095093101,63.16333333333332,-24.617542842643466,-95.41573033707866,10.792099245236614
2023-09-18 14:00:00,86.5,55.60333333333332,66.27200115726552,128.94924679974383,55.60333333333332,-17.74258013307719,-20.77303535446053,58.30789254898469
2023-09-19 14:00:00,89.0,59.85999999999998,77.63600057863276,138.77123789845533,59.85999999999998,-19.051237898455376,16.75193493375311,59.29437142040566
2023-09-20 14:00:00,76.41,83.96999999999997,77.02300028931637,94.85457011859356,83.96999999999997,73.08542988140638,1772.7941176470588,50.30337114733848
2023-09-21 14:00:00,82.27,82.55999999999996,79.64650014465818,92.84786987994025,82.55999999999996,72.27213012005967,-4.890173410404628,55.06090620170238
2023-09-22 14:00:00,77.11,78.59666666666664,78.37825007232908,83.82289113774932,78.59666666666664,73.37044219558395,-13.359550561797754,48.880284821737106
2023-09-23 14:00:00,70.55,76.64333333333332,74.46412503616455,86.23540413280858,76.64333333333332,67.05126253385805,-7.669153252192121,40.26185806163721
2023-09-24 14:00:00,0.0,49.21999999999997,37.23206251808227,119.03336452762196,49.21999999999997,-20.593364527622015,-100.0,10.473072195347541
2023-09-25 14:00:00,86.23,52.25999999999997,61.73103125904114,127.26748940383632,52.25999999999997,-22.74748940383639,11.827259758786155,62.00810578754121
2023-09-26 14:00:00,98.93,61.71999999999998,80.33051562952058,149.61905270630967,61.71999999999998,-26.17905270630971,40.226789510985135,66.2944486883876
2023-09-27 14:00:00,87.34,90.83333333333331,83.8352578147603,102.3195608350905,90.83333333333331,79.34710583157613,,57.425507416585226
2023-09-28 14:00:00,82.18,89.4833333333333,83.00762890738015,103.49152458781455,89.4833333333333,75.47514207885206,-4.696741273338742,52.71580981520404
2023-09-29 14:00:00,94.0,87.83999999999997,88.50381445369007,97.51685899452423,87.83999999999997,78.16314100547572,-4.9833215404831765,63.11121771098982
2023-09-30 14:00:00,54.63,76.93666666666665,71.56690722684503,109.9263067913403,76.93666666666665,43.947026541993004,-37.451339592397524,30.07572161583252
2023-10-01 14:00:00,37.43,62.01999999999998,54.49845361342251,109.37681014032312,62.01999999999998,14.663189859676848,-54.45363835483086,22.39397795502758
2023-10-02 14:00:00,87.7,59.91999999999998,71.09922680671126,101.64149885450682,59.91999999999998,18.19850114549314,-6.702127659574465,63.38881826592591
2023-10-03 14:00:00,88.0,71.04333333333331,79.54961340335564,118.58039630061691,71.04333333333331,23.506270366049698,61.0836536701446,63.561125045098535
2023-10-04 14:00:00,84.25,86.64999999999998,81.89980670167782,90.05293990542123,86.64999999999998,83.24706009457873,125.0868287469944,58.407001763153794
2023-10-05 14:00:00,81.05,84.43333333333332,81.4749033508389,90.11390450961487,84.43333333333332,78.75276215705178,-7.582668187001146,52.91475563841763
2023-10-06 14:00:00,83.1,82.79999999999997,82.28745167541945,85.44701089279602,82.79999999999997,80.15298910720392,-5.568181818181825,56.8168233949084
2023-10-07 14:00:00,75.8,79.9833333333333,79.04372583770973,86.13168451248215,79.9833333333333,73.83498215418446,-10.029673590504453,39.383378728696364
2023-10-08 14:00:00,55.14,71.34666666666664,67.09186291885487,95.02870111380585,71.34666666666664,47.66463221952743,-31.967921036397286,17.104009209900283
2023-10-09 14:00:00,93.02,74.65333333333331,80.05593145942743,105.62470649558561,74.65333333333331,43.681960171081,11.937424789410352,67.56586222198007
2023-10-10 14:00:00,100.05,82.73666666666664,90.05296572971372,122.18409102984658,82.73666666666664,43.28924230348669,31.992084432717675,72.2657057593303
2023-10-11 14:00:00,96.09,96.38666666666664,93.07148286485686,102.14195022951407,96.38666666666664,90.63138310381922,74.26550598476605,64.38286972315026
2023-10-12 14:00:00,91.5,95.87999999999998,92.28574143242844,102.86736001647928,95.87999999999998,88.89263998352068,-1.6340571920017157,54.11904696841978
2023-10-13 14:00:00,91.25,92.94666666666664,91.76787071621422,97.39669538066997,92.94666666666664,88.49663795266332,-8.795602198900546,53.423241826752914
2023-10-14 14:00:00,138.15,106.96666666666665,114.95893535810711,151.06703199646972,106.96666666666665,62.86630133686357,43.771464252263506,89.91395748979991
2023-10-15 14:00:00,103.32,110.90666666666664,109.13946767905355,150.67501700822288,110.90666666666664,71.1383163251104,12.91803278688524,48.011974258009566
2023-10-16 14:00:00,135.0,125.48999999999997,122.06973383952678,156.94842971287412,125.48999999999997,94.03157028712582,47.94520547945205,68.21887446855942
2023-10-17 14:00:00,94.25,110.85666666666664,108.15986691976339,145.79438776515022,110.85666666666664,75.91894556818306,-31.777053926891064,38.98341391378834
2023-10-18 14:00:00,60.57,96.60666666666664,84.3649334598817,157.46982757337153,96.60666666666664,35.74350575996175,-41.37630662020905,25.457698253646228
2023-10-19 14:00:00,95.51,83.44333333333331,89.93746672994085,115.80746711682079,83.44333333333331,51.07919954984584,-29.251851851851846,51.59312156752663
2023-10-20 14:00:00,4.3,53.45999999999999,47.118733364970424,128.60838831715978,53.45999999999999,-21.688388317159813,-95.43766578249337,21.74268381840264
2023-10-21 14:00:00,10.0,36.60333333333332,28.559366682485212,120.03984066409086,36.60333333333332,-46.83317399742423,-83.49017665510979,25.768648194839287
2023-10-22 14:00:00,51.6,21.96666666666665,40.07968334124261,64.13216072150864,21.96666666666665,-20.198827388175342,-45.97424353470841,52.51289636448121
2023-10-23 14:00:00,103.22,54.939999999999976,71.6498416706213,131.20023516005332,54.939999999999976,-21.320235160053365,2300.4651162790697,71.57470048178698
2023-10-24 14:00:00,65.1,73.30666666666666,68.37492083531065,117.022968228237,73.30666666666666,29.59036510509631,551.0,49.54479944224387
2023-10-25 14:00:00,35.0,67.77333333333331,51.68746041765532,123.60288663821089,67.77333333333331,11.943780028455727,-32.17054263565892,36.30850907908678
2023-10-26 14:00:00,35.75,45.28333333333331,43.718730208827665,73.31502175118536,45.28333333333331,17.25164491548126,-65.36523929471034,36.93819019374259
2023-10-27 14:00:00,4.3,25.016666666666648,24.00936510441383,54.32085673490734,25.016666666666648,-4.287523401574045,-93.394777265745,22.775257438934474
2023-10-28 14:00:00,1.34,13.796666666666647,12.674682552206916,44.93729536224048,13.796666666666647,-17.34396202890718,-96.17142857142856,21.605734012347284
2023-10-29 14:00:00,0.96,2.199999999999981,6.817341276103457,5.186011832985199,2.199999999999981,-0.7860118329852366,-97.3146853146853,21.39417847852863
2023-10-30 14:00:00,5.0,2.4333333333333145,5.908670638051729,6.076384557552222,2.4333333333333145,-1.2097178908855937,16.279069767441865,32.01075746219317
2023-10-31 14:00:00,101.94,35.96666666666665,53.924335319025865,129.32534322588577,35.96666666666665,-57.39200989255247,7507.4626865671635,88.4001001717732
2023-11-01 14:00:00,0.1,35.67999999999998,27.012167659512933,129.47116091970855,35.67999999999998,-58.11116091970858,-89.58333333333334,38.31881155183191
2023-11-02 14:00:00,4.3,35.44666666666665,15.656083829756467,129.54494909283827,35.44666666666665,-58.651615759504956,-14.000000000000004,40.40732732809042
2023-11-03 14:00:00,3.0,2.4666666666666477,9.328041914878234,5.977918421945381,2.4666666666666477,-1.0445850886120849,-97.05709240729841,39.78192975098663
2023-11-04 14:00:00,0.1,2.4666666666666477,4.714020957439117,5.977918421945381,2.4666666666666477,-1.0445850886120849,0.0,37.823089696432476
2023-11-05 14:00:00,0.0,1.0333333333333143,2.3570104787195585,3.81581823397228,1.0333333333333143,-1.7491515673056515,-100.0,37.72700400733235
2023-11-06 14:00:00,20.78,6.959999999999982,11.56850523935978,26.504601982816563,6.959999999999982,-12.584601982816597,592.6666666666666,65.24637911507224
2023-11-07 14:00:00,83.1,34.626666666666644,47.33425261967989,105.24677963425935,34.626666666666644,-35.993446300926074,83000.0,88.36885683204945
2023-11-08 14:00:00,76.5,60.126666666666644,61.917126309839944,116.03158912932204,60.126666666666644,4.221744204011237,,79.92176656569568
2023-11-09 14:00:00,51.6,70.39999999999998,56.75856315491997,97.52784547287047,70.39999999999998,43.272154527129494,148.31568816169394,51.865363383848596
2023-11-10 14:00:00,21.17,49.75666666666665,38.964281577459985,95.00857294941011,49.75666666666665,4.504760383923191,-74.52466907340553,31.55752443573138
2023-11-11 14:00:00,4.3,25.689999999999984,21.63214078872999,64.83572092408929,25.689999999999984,-13.455720924089313,-94.37908496732027,23.80613486323402
2023-11-12 14:00:00,5.0,10.156666666666649,13.316070394364996,25.742355258735042,10.156666666666649,-5.429021925401745,-90.31007751937985,24.95344703948811
2023-11-13 14:00:00,18.02,9.106666666666648,15.668035197182498,21.724974353869897,9.106666666666648,-3.511641020536601,-14.87954652810582,47.15450862592158
2023-11-14 14:00:00,40.2,21.073333333333313,27.93401759859125,50.136580838654865,21.073333333333313,-7.989914171988236,834.8837209302328,69.9046532160194
2023-11-15 14:00:00,83.35,47.189999999999976,55.642008799295624,101.43997204300334,47.189999999999976,-7.059972043003377,1566.9999999999998,86.66152449566817
2023-11-16 14:00:00,97.88,73.80999999999999,76.76100439964782,122.79991188669968,73.80999999999999,24.820088113300294,443.1742508324084,89.58936216138152
2023-11-17 14:00:00,111.55,97.59333333333332,94.1555021998239,120.62210567480754,97.59333333333332,74.5645609918591,177.4875621890547,92.05153364707354
2023-11-18 14:00:00,70.8,93.40999999999997,82.47775109991196,127.27743962372361,93.40999999999997,59.54256037627633,-15.056988602279542,44.73892676098888
2023-11-19 14:00:00,38.8,73.71666666666664,60.638875549955976,133.25983494724122,73.71666666666664,14.173498386092064,-60.359624029423784,27.867362736131255
2023-11-20 14:00:00,78.32,62.63999999999998,69.47943777497798,96.90939548148782,62.63999999999998,28.37060451851214,-29.789332138054686,57.53404155459289
2023-11-21 14:00:00,16.5,44.539999999999985,42.98971888748899,95.66439209092513,44.539999999999985,-6.584392090925171,-76.69491525423729,29.278975759436292
2023-11-22 14:00:00,9.9,34.906666666666645,26.444859443744495,96.5384362520211,34.906666666666645,-26.72510291868781,-74.48453608247422,27.14418898102214
2023-11-23 14:00:00,27.78,18.05999999999998,27.112429721872246,32.82471469416289,18.05999999999998,3.2952853058370692,-64.53013278855974,43.79656833066208
2023-11-24 14:00:00,52.0,29.893333333333317,39.55621486093612,64.39752180694086,29.893333333333317,-4.610855140274232,215.15151515151513,61.62066215967126
2023-11-25 14:00:00,67.57,49.116666666666646,53.56310743046806,81.8599604669071,49.116666666666646,16.373372866426195,582.5252525252525,70.60876755650789
2023-11-26 14:00:00,110.1,76.55666666666664,81.83155371523402,125.66804032106721,76.55666666666664,27.445293012266077,296.32829373650105,85.00104817584428
2023-11-27 14:00:00,100.03,92.56666666666665,90.93077685761702,128.8608804693578,92.56666666666665,56.27245286397551,92.36538461538461,72.40817649034558
2023-11-28 14:00:00,99.0,103.04333333333331,94.96538842880851,113.05833985132608,103.04333333333331,93.02832681534053,46.5147254698831,70.7989168347636
2023-11-29 14:00:00,60.0,86.34333333333332,77.48269421440426,123.60792361537986,86.34333333333332,49.07874305128677,-45.504087193460485,31.295323584109966
2023-11-30 14:00:00,103.0,87.33333333333331,90.24134710720213,126.12623073593521,87.33333333333331,48.54043593073142,2.969109267219833,64.26832456765196
2023-12-01 14:00:00,82.9,81.96666666666665,86.57067355360107,117.10082225476646,81.96666666666665,46.832511078566846,-16.262626262626256,48.08687029997959
2023-12-02 14:00:00,57.5,81.13333333333331,72.03533677680053,118.36784540061849,81.13333333333331,43.89882126604813,-4.166666666666666,32.55152696054532
2023-12-03 14:00:00,60.1,66.83333333333331,66.06766838840026,89.65398674690059,66.83333333333331,44.01267991976604,-41.650485436893206,35.739183165107036
2023-12-04 14:00:00,60.1,59.23333333333331,63.083834194200136,61.684636841436074,59.23333333333331,56.78202982523055,-27.503015681544028,35.739183165107036
2023-12-05 14:00:00,116.1,78.76666666666665,89.59191709710007,131.56397299526145,78.76666666666665,25.96936033807186,101.91304347826087,80.46974848374484
2023-12-06 14:00:00,106.88,94.35999999999997,98.23595854855003,143.3923104357378,94.35999999999997,45.32768956426213,77.83693843594008,68.66567296893137
2023-12-07 14:00:00,84.36,102.44666666666664,91.29797927427501,129.1098864438949,102.44666666666664,75.78344688943837,40.366056572379364,44.662412501293744
2023-12-08 14:00:00,4.3,65.17999999999999,47.7989896371375,153.21890655083467,65.17999999999999,-22.858906550834703,-96.2962962962963,15.593877751985005
