sliding_window,lag_price_window,percentile,data_points,mse,mae,r2,worst_avg_error
7,1,100,2252,3032826.553685205,153.59844530331665,-888.9034665094546,2518.4411524353586
7,1,99,2229,13652.14798171572,45.28546933695464,-3.0134563617327776,386.0996933823808
7,1,95,2139,2023.3269181083588,28.66753090129672,0.3686164338629744,134.8789675822221
7,1,85,1914,728.2969600305322,19.005219819286115,0.7561819428700844,68.69077491635207
7,1,75,1689,332.3056123301683,13.512021287533095,0.883176008219914,43.981891969997946
7,2,100,2252,1036746.8555077004,117.71429759344457,-303.206193225266,1859.4746309970371
7,2,99,2229,13075.794788353567,41.4290912364061,-2.8184474023563895,362.2648773901609
7,2,95,2139,1621.2332227583345,25.699843327616634,0.5025096176935977,118.6976965201964
7,2,85,1914,584.2586964628268,17.00316478097164,0.8144269454625392,62.08519257533516
7,2,75,1689,262.29978560625744,12.045009101280769,0.9087678638862465,38.88961431422381
7,4,100,2252,202411.37406272837,55.81340391919667,-58.39231283124022,749.8693965493923
7,4,99,2229,2128.840515982022,25.063668879765643,0.3776912659648832,151.68735958346116
7,4,95,2139,847.4433585779515,19.147519315544457,0.7353361434113964,83.10322405106774
7,4,85,1914,329.24834963442544,13.01555378274103,0.888767669306174,45.70705098460811
7,4,75,1689,155.12765649340832,9.413566638609883,0.9409038236781907,29.17397608685948
7,6,100,2252,796.1315123001777,16.330803730017763,0.7663960730848706,91.45238938053097
7,6,99,2229,592.9755878869448,15.062359802602064,0.8190591011016984,75.70357142857144
7,6,95,2139,348.7560739130435,12.3622487143525,0.8888370965369763,53.072803738317766
7,6,85,1914,138.96889273772206,8.48014106583072,0.9511315476120377,29.91270833333333
7,6,75,1689,65.14455660153936,6.139911190053286,0.973245006086744,18.68905882352941
10,1,100,2249,11115236.562035354,249.6198581516208,-3256.432017452398,4337.924756054099
10,1,99,2226,34793.418940564035,59.49235148005238,-9.164377125870693,582.847254958112
10,1,95,2136,2619.6298992406623,33.33781065022563,0.1998704581349524,147.09514842191473
10,1,85,1911,1019.0467919799817,22.619860900297997,0.6467413353191787,80.9079461090807
10,1,75,1687,464.19318271367905,16.137254968718516,0.8289960115382999,50.12804464606906
10,2,100,2249,9239540.337549374,224.97902853624402,-2706.7403484937668,3878.0633695413553
10,2,99,2226,34574.15497996713,58.87258753393432,-9.094315734193088,600.0450692756962
10,2,95,2136,2438.682711386366,31.7212895223968,0.2398249499353089,145.3562299391493
10,2,85,1911,915.6358632861848,21.243897855973458,0.6734089892955366,77.75041490868811
10,2,75,1687,415.18703749574723,15.070854240049663,0.8455007829374895,48.47445258187432
10,4,100,2249,2587421.857132002,140.71365292009685,-757.2700334840719,2285.2675043359104
10,4,99,2226,10830.138183475203,41.9620963521475,-2.158425580278663,344.24003962901503
10,4,95,2136,1799.5680550452805,27.26113175437263,0.4407468265312623,125.46412733977662
10,4,85,1911,661.9272514718115,18.1881519140833,0.7731107647416777,64.72430162494514
10,4,75,1687,308.2705816731135,13.016507743501357,0.8843349933472799,41.90094965091643
10,6,100,2249,264200.9073974878,66.24527741090441,-76.42673671346155,920.7086712856361
10,6,99,2226,2976.3649196004135,28.413514311896183,0.13062106962589093,184.13564503397788
10,6,95,2136,1025.0835667660835,21.04192370872992,0.6847481666583204,91.04751876081245
10,6,85,1911,400.99886380177713,14.31659413411861,0.8658709376838796,50.61870607587151
10,6,75,1687,186.9512807205105,10.318992307793726,0.930899987569189,31.836468746665044
15,1,100,2244,3411981.9340906837,164.74649470195556,-996.7990564888988,2568.5867807686604
15,1,99,2221,12210.945285165799,52.65918824729281,-2.5547355215045093,377.879363952905
15,1,95,2131,3287.8777109792063,37.278661606912024,-0.06650211179015209,171.0407912465442
15,1,85,1907,1245.8397160103746,25.378416791277083,0.4958222138642574,86.15535322255342
15,1,75,1683,614.5686205774787,18.531592217760387,0.7233544416201543,57.46789079000424
15,2,100,2244,6168440.286617611,225.342721316588,-1802.8969774426655,3761.2322662375987
15,2,99,2221,17318.938326588708,56.98398032962064,-4.036497299141536,452.44042426440825
15,2,95,2131,3400.8458048205944,37.845997442315735,-0.06519132730704857,172.84396755050935
15,2,85,1907,1278.3962850473742,25.612625437395515,0.5254978010919473,87.51310560241534
15,2,75,1683,619.9726000851043,18.596954551651876,0.7536206677196912,57.24002972932435
15,4,100,2244,4950656.840420524,222.197189106305,-1446.768722048756,3734.102443512367
15,4,99,2221,26206.122595585555,58.84068031923807,-6.628718757955939,522.5460987621221
15,4,95,2131,3036.0151109115786,35.97227416126273,0.07974782204065411,163.78661605355666
15,4,85,1907,1160.1511542309095,24.55005833190686,0.5869668818018278,83.04647737022526
15,4,75,1683,564.4601415628154,17.89354142324863,0.7799234808685779,54.42876320631576
15,6,100,2244,3133026.016800995,167.66507718570313,-915.2212649148568,2761.3284078797765
15,6,99,2221,14838.172661700053,46.68316110864428,-3.332796997943336,383.1005365355139
15,6,95,2131,2082.2954207781236,30.131545337542505,0.33964800699763764,131.94140728724614
15,6,85,1907,810.5879862914749,20.613566582135313,0.7155284973883829,70.1317332968103
15,6,75,1683,408.2564260916725,15.200031541503845,0.8485054849711425,45.47748341579629
30,1,100,2229,4569455.814179083,192.69752712238068,-1326.7160510983108,2740.214990978187
30,1,99,2206,28091.887976060494,82.428091637768,-7.212409176105096,598.0603492210932
30,1,95,2117,7480.322006874543,57.920977310453246,-1.399078897683537,255.06062196654668
30,1,85,1894,2806.310790966567,39.97377469601374,-0.24598243287249044,126.21017569864736
30,1,75,1672,1522.6833578756716,30.599161114385097,0.21516615651761484,82.90094808888482
