sliding_window,lag_price_window,percentile,data_points,mse,mae,r2,worst_avg_error
7,1,100,2252,1000.9544391364501,19.220109142189507,0.7062961532952833,100.83830673405471
7,1,99,2229,775.9611020338982,17.904767214688842,0.7660347086553381,84.76635536534317
7,1,95,2139,465.9321819995059,14.90834835309144,0.8451995708621829,58.93234015075151
7,1,85,1914,207.55218042044186,10.685038739710713,0.9215391823390134,34.31178260543984
7,1,75,1689,107.62108639234062,8.01333580133564,0.9514093122919699,23.203258553538085
7,2,100,2252,3952.225158316767,27.679127196071924,-0.15967689103035632,185.8612051875461
7,2,99,2229,1480.6675069003488,23.74291321951949,0.5577998258013541,121.32214521178717
7,2,95,2139,809.6453059664207,19.322617232052952,0.7362887903955212,78.98715374891086
7,2,85,1914,346.42404333605936,13.629688899451052,0.8725053600480748,44.62919105012512
7,2,75,1689,176.6188960853998,10.118958292566946,0.9308441287386362,30.299117128681868
7,4,100,2252,3760.881744898269,26.26295100979672,-0.10353218117612206,171.36011295941387
7,4,99,2229,1379.5314590801813,22.807520724440035,0.5898355790022128,116.1601878322957
7,4,95,2139,771.3994578602028,18.597696544950182,0.7580508958685481,78.70389881348065
7,4,85,1914,314.42411168185714,12.901478662983692,0.886247658371498193767,356.8422361261997
10,4,99,2226,4215.7634645331655,36.83828351094098,-0.2620930031640285,215.7861683581353
10,4,95,2136,1709.3939308467839,28.472950522113795,0.4380176651909017,113.18800455375882
10,4,85,1911,764.2813261847592,20.425272660891235,0.7240111554863654,65.97030905405558
10,4,75,1687,393.2734715007024,15.27012704611472,0.8503372360392446,44.620370396309
10,6,100,2249,1781.1609691851418,23.69116285072597,0.47801283968374697,130.64809233919465
10,6,99,2226,1121.4050494198145,21.562116845798,0.6578330692375032,100.46353983360359
10,6,95,2136,690.425211653599,18.032860869360352,0.7783252581021927,71.19163580894111
10,6,85,1911,308.8616993006339,12.875835660784492,0.892332733193446,42.67795418489654
10,6,75,1687,154.21389647041562,9.526438536951275,0.940568218999797,28.434034599175796
15,1,100,2244,716.302115224522,16.68746461604285,0.790524806831221,82.15983090776085
15,1,99,2221,562.8215876836545,15.60451803158525,0.8260289081624813,69.40152713146584
15,1,95,2131,363.1701409365613,13.215677947359538,0.8724509224230148,52.100593306082025
15,1,85,1907,160.60014714304276,9.479306552805783,0.93684828400133,29.96472194384049
15,1,75,1683,85.1129169386836,7.177161475149374,0.9606142928266185,20.096253362000162
15,2,100,2244,870.4785987724455,18.00661034888544,0.7454374784723463,90.90749531967695
15,2,99,2221,642.8478655272438,16.69533415130418,0.8061794632298545,74.07056320959653
15,2,95,2131,413.7475514015385,14.140913492151771,0.8635314432224331,54.78500196836607
15,2,85,1907,187.3892794784476,10.193841203613838,0.928735822412599,32.6710145724311
15,2,75,1683,96.89423814872995,7.657717184592101,0.9565839865294453,22.023877677208713
15,4,100,2244,1411.066280717179,21.59159311504207,0.5873481657463312,118.25967670918564
15,4,99,2221,924.4983342651585,19.663615571201166,0.7196395293283719,91.27093740697251
15,4,95,2131,569.4396678245325,16.46559900610813,0.8200242646231557,64.7572111739156
15,4,85,1907,256.81217947333863,11.824108410933794,0.9102908570372701,38.42300967579827
15,4,75,1683,130.9384437747982,8.812491584608392,0.9473180095554742,26.04651546060618
15,6,100,2244,6323.045268650071,36.81878268576702,-0.8491096157802671,253.85561685678695
15,6,99,2221,2710.5345294291574,31.521035026602476,0.18354814669187536,166.19652879021868
15,6,95,2131,1398.614519735666,25.310025172240383,0.5438722192037179,101.7554554842061
15,6,85,1907,612.6020123636836,17.858806229901017,0.7719208572639821,61.263897613609345
15,6,75,1683,297.8420345813812,13.034597032512778,0.8727172319509875,40.02647161729652
30,1,100,2229,688.9307836999336,16.34314894860218,0.799822014521773,81.13323892258829
30,1,99,2206,519.7771674951829,15.19588273837566,0.842019617274882,66.47275422471822
30,1,95,2117,335.4949616444593,12.9154257189912,0.88424029031826,48.31138368663881
30,1,85,1894,161.3332846239532,9.488168048824955,0.9367893257123814,29.743006025926658
30,1,75,1672,86.9531489997961,7.204317529199062,0.9609065614097823,20.59996934517531
30,2,100,2229,733.7760698638378,16.72862876643771,0.7867916212589355,83.17971079633482
30,2,99,2206,530.8001723986889,15.472885375363298,0.8415833104633257,66.29995320480609
30,2,95,2117,347.5229510667539,13.213030661880094,0.8825821373339875,48.63708398390806
30,2,85,1894,171.37261425385557,9.779466744862992,0.9348667086362059,30.622864296588855
30,2,75,1672,91.62306542240968,7.409488475779597,0.9581376334198917,21.069372332862855
30,4,100,2229,848.9713922187876,17.593636798025873,0.753320091010735,91.09621582702485
30,4,99,2206,592.2773120487954,16.184176108003005,0.8213750817853478,71.56281041848302
30,4,95,2117,373.8342011555518,13.704978861678264,0.8788522031982763,51.12971828812021
30,4,85,1894,179.31994696184614,10.090976778762053,0.9317877155543783,30.632584881375532
30,4,75,1672,98.33738744215628,7.7181758086879295,0.9576939668280069,22.0351408538225
30,6,100,2229,1033.300625470709,18.825326716085748,0.6997607851266955,100.92508716695795
30,6,99,2206,697.7477862834091,17.221144126609587,0.7894557391927934,78.49744491405959
30,6,95,2117,434.3123787303042,14.481834429596526,0.8561489624647743,56.286496602210505
30,6,85,1894,197.67042984363803,10.445910156175277,0.921545853010727,33.249211254560876
30,6,75,1672,103.96003103625318,7.867670372045292,0.9534437079709257,22.865410171188334
90,1,100,2169,710.0822740862017,16.928631027846947,0.7991070982541205,81.2997016578739
90,1,99,2147,544.7621995938439,15.817626268328755,0.8388248718236753,67.36710691731855
