sliding_window,lag_price_window,n_estimators,max_depth,percentile,data_points,mse,mae,r2,worst_avg_error,mae_rank,mse_rank,r2_rank,worst_error_rank,avg_rank
10,1,100,30.0,99,2226,26.29465882448531,17.045620377198052,0.7839127738902864,78.42712330357143,130.5,190.5,230.5,262.5,203.5
10,1,100,,99,2226,26.29465882448531,17.045620377198052,0.7839127738902864,78.42712330357143,130.5,190.5,230.5,262.5,203.5
10,1,100,20.0,99,2226,26.29465882448531,17.045620377198052,0.7839127738902864,78.42712330357143,130.5,190.5,230.5,262.5,203.5
10,4,200,10.0,99,2226,26.357388761230183,17.198678818508533,0.7837405881959368,77.25522410714282,186.5,202.5,234.5,203.5,206.75
10,4,200,20.0,99,2226,26.357388761230183,17.198678818508533,0.7837405881959368,77.25522410714282,186.5,202.5,234.5,203.5,206.75
10,4,200,,99,2226,26.357388761230183,17.198678818508533,0.7837405881959368,77.25522410714282,186.5,202.5,234.5,203.5,206.75
10,4,200,30.0,99,2226,26.357388761230183,17.198678818508533,0.7837405881959368,77.25522410714282,186.5,202.5,234.5,203.5,206.75
15,6,300,30.0,99,2221,26.35894884054364,17.31369461203662,0.7857741885227082,76.62645952380947,234.5,206.5,206.5,186.5,208.5
15,6,300,,99,2221,26.35894884054364,17.31369461203662,0.7857741885227082,76.62645952380947,234.5,206.5,206.5,186.5,208.5
15,6,300,20.0,99,2221,26.35894884054364,17.31369461203662,0.7857741885227082,76.62645952380947,234.5,206.5,206.5,186.5,208.5
15,6,300,10.0,99,2221,26.35894884054364,17.31369461203662,0.7857741885227082,76.62645952380947,234.5,206.5,206.5,186.5,208.5
15,4,300,,99,2221,26.38282116478878,17.27151825003752,0.7873978381017295,78.13479910714285,218.5,210.5,190.5,250.5,217.5
15,4,300,20.0,99,2221,26.38282116478878,17.27151825003752,0.7873978381017295,78.13479910714285,218.5,210.5,190.5,250.5,217.5
15,4,300,10.0,99,2221,26.38282116478878,17.27151825003752,0.7873978381017295,78.13479910714285,218.5,210.5,190.5,250.5,217.5
15,4,300,30.0,99,2221,26.38282116478878,17.27151825003752,0.7873978381017295,78.13479910714285,218.5,210.5,190.5,250.5,217.5
10,2,300,20.0,99,2226,26.38902295521677,17.137526530790517,0.7841281358693156,78.47914494047619,166.5,214.5,226.5,266.5,218.5
10,2,300,10.0,99,2226,26.38902295521677,17.137526530790517,0.7841281358693156,78.47914494047619,166.5,214.5,226.5,266.5,218.5
10,2,300,30.0,99,2226,26.38902295521677,17.137526530790517,0.7841281358693156,78.47914494047619,166.5,214.5,226.5,266.5,218.5
10,2,300,,99,2226,26.38902295521677,17.137526530790517,0.7841281358693156,78.47914494047619,166.5,214.5,226.5,266.5,218.5
30,1,300,10.0,99,2206,26.48267354970326,17.453251490300566,0.7861345982372367,76.4652014064064,257.0,245.0,201.0,177.0,220.0
15,4,400,,99,2221,26.396406046856633,17.285529615038268,0.7871788381047575,78.07485401785716,226.5,218.5,194.5,246.5,221.5
15,4,400,20.0,99,2221,26.396406046856633,17.285529615038268,0.7871788381047575,78.07485401785716,226.5,218.5,194.5,246.5,221.5
15,4,400,30.0,99,2221,26.396406046856633,17.285529615038268,0.7871788381047575,78.07485401785716,226.5,218.5,194.5,246.5,221.5
15,4,400,10.0,99,2221,26.396406046856633,17.285529615038268,0.7871788381047575,78.07485401785716,226.5,218.5,194.5,246.5,221.5
30,1,300,,99,2206,26.484675201680833,17.45479171048928,0.7861022676433028,76.46826838338336,259.0,247.0,203.0,179.0,222.0
30,1,300,30.0,99,2206,26.484675201680833,17.45479171048928,0.7861022676433028,76.46826838338336,259.0,247.0,203.0,179.0,222.0
30,1,300,20.0,99,2206,26.484675201680833,17.45479171048928,0.7861022676433028,76.46826838338336,259.0,247.0,203.0,179.0,222.0
10,4,100,,99,2226,26.40850722612473,17.25795705300988,0.7829009322394163,77.29653928571427,214.5,222.5,249.5,207.5,223.5
10,4,100,30.0,99,2226,26.40850722612473,17.25795705300988,0.7829009322394163,77.29653928571427,214.5,222.5,249.5,207.5,223.5
10,4,100,20.0,99,2226,26.40850722612473,17.25795705300988,0.7829009322394163,77.29653928571427,214.5,222.5,249.5,207.5,223.5
10,4,100,10.0,99,2226,26.40850722612473,17.25795705300988,0.7829009322394163,77.29653928571427,214.5,222.5,249.5,207.5,223.5
30,1,400,10.0,99,2206,26.5039934741001,17.470389080497522,0.7851061317245842,76.4476271814672,265.0,257.0,213.0,173.0,227.0
10,4,400,30.0,99,2226,26.41012113415436,17.240864386792452,0.7828743961969176,77.41913281250001,210.5,226.5,254.5,218.5,227.5
10,4,400,,99,2226,26.41012113415436,17.240864386792452,0.7828743961969176,77.41913281250001,210.5,226.5,254.5,218.5,227.5
10,4,400,20.0,99,2226,26.41012113415436,17.240864386792452,0.7828743961969176,77.41913281250001,210.5,226.5,254.5,218.5,227.5
10,4,400,10.0,99,2226,26.41012113415436,17.240864386792452,0.7828743961969176,77.41913281250001,210.5,226.5,254.5,218.5,227.5
10,4,300,,99,2226,26.410516688163696,17.22469227313567,0.7828678922096135,77.4821443452381,199.5,230.5,258.5,225.5,228.5
10,4,300,30.0,99,2226,26.410516688163696,17.22469227313567,0.7828678922096135,77.4821443452381,199.5,230.5,258.5,225.5,228.5
10,4,300,20.0,99,2226,26.410516688163696,17.22469227313567,0.7828678922096135,77.4821443452381,199.5,230.5,258.5,225.5,228.5
10,4,300,10.0,99,2226,26.410516688163696,17.22469227313567,0.7828678922096135,77.4821443452381,199.5,230.5,258.5,225.5,228.5
30,1,400,,99,2206,26.50551315660934,17.471662603742498,0.7850814879051004,76.44822469272847,268.0,259.0,215.0,175.0,229.25
30,1,400,30.0,99,2206,26.50551315660934,17.471662603742498,0.7850814879051004,76.44822469272847,268.0,259.0,215.0,175.0,229.25
30,1,400,20.0,99,2206,26.50551315660934,17.471662603742498,0.7850814879051004,76.44822469272847,268.0,259.0,215.0,175.0,229.25
30,1,200,10.0,99,2206,26.518422941448673,17.470911678247145,0.7848720803437506,76.57451010617761,266.0,261.0,217.0,184.0,232.0
10,2,200,30.0,99,2226,26.439352157165406,17.158872948861934,0.7833243984049323,78.77082499999999,170.5,238.5,240.5,278.5,232.0
10,2,200,10.0,99,2226,26.439352157165406,17.158872948861934,0.7833243984049323,78.77082499999999,170.5,238.5,240.5,278.5,232.0
10,2,200,,99,2226,26.439352157165406,17.158872948861934,0.7833243984049323,78.77082499999999,170.5,238.5,240.5,278.5,232.0
10,2,200,20.0,99,2226,26.439352157165406,17.158872948861934,0.7833243984049323,78.77082499999999,170.5,238.5,240.5,278.5,232.0
30,1,200,20.0,99,2206,26.519937013721957,17.47242627347821,0.7848475141380176,76.57289480587731,271.0,263.0,219.0,182.0,233.75
30,1,200,30.0,99,2206,26.519937013721957,17.47242627347821,0.7848475141380176,76.57289480587731,271.0,263.0,219.0,182.0,233.75
30,1,200,,99,2206,26.519937013721957,17.47242627347821,0.7848475141380176,76.57289480587731,271.0,263.0,219.0,182.0,233.75
10,1,200,10.0,99,2226,26.41138001102261,17.13458521753198,0.7819901068311909,78.72315909970241,162.5,234.5,266.5,274.5,234.5
10,1,200,20.0,99,2226,26.41138001102261,17.13458521753198,0.7819901068311909,78.72315909970241,162.5,234.5,266.5,274.5,234.5
10,1,200,30.0,99,2226,26.41138001102261,17.13458521753198,0.7819901068311909,78.72315909970241,162.5,234.5,266.5,274.5,234.5
10,1,200,,99,2226,26.41138001102261,17.13458521753198,0.7819901068311909,78.72315909970241,162.5,234.5,266.5,274.5,234.5
15,4,200,30.0,99,2221,26.439740116576715,17.28510585321927,0.782831348283435,78.33182455357142,222.5,242.5,262.5,258.5,246.5
15,4,200,,99,2221,26.439740116576715,17.28510585321927,0.782831348283435,78.33182455357142,222.5,242.5,262.5,258.5,246.5
15,4,200,20.0,99,2221,26.439740116576715,17.28510585321927,0.782831348283435,78.33182455357142,222.5,242.5,262.5,258.5,246.5
15,4,200,10.0,99,2221,26.439740116576715,17.28510585321927,0.782831348283435,78.33182455357142,222.5,242.5,262.5,258.5,246.5
10,1,300,30.0,99,2226,26.486868148330778,17.182862395487195,0.7807421084758711,78.85657681689342,178.5,250.5,276.5,282.5,247.0
10,1,300,,99,2226,26.486868148330778,17.182862395487195,0.7807421084758711,78.85657681689342,178.5,250.5,276.5,282.5,247.0
10,1,300,10.0,99,2226,26.486868148330778,17.182862395487195,0.7807421084758711,78.85657681689342,178.5,250.5,276.5,282.5,247.0
10,1,300,20.0,99,2226,26.486868148330778,17.182862395487195,0.7807421084758711,78.85657681689342,178.5,250.5,276.5,282.5,247.0
10,1,400,20.0,99,2226,26.50077950374397,17.181985562338667,0.7805117320160415,78.9044160836522,174.5,254.5,280.5,286.5,249.0
10,1,400,,99,2226,26.50077950374397,17.181985562338667,0.7805117320160415,78.9044160836522,174.5,254.5,280.5,286.5,249.0
10,1,400,30.0,99,2226,26.50077950374397,17.181985562338667,0.7805117320160415,78.9044160836522,174.5,254.5,280.5,286.5,249.0
10,1,400,10.0,99,2226,26.50077950374397,17.181985562338667,0.7805117320160415,78.9044160836522,174.5,254.5,280.5,286.5,249.0
15,4,100,20.0,99,2221,26.538574084274714,17.34721828005403,0.784565369297918,78.48287767857143,243.5,266.5,222.5,270.5,250.75
15,4,100,10.0,99,2221,26.538574084274714,17.34721828005403,0.784565369297918,78.48287767857143,243.5,266.5,222.5,270.5,250.75
15,4,100,30.0,99,2221,26.538574084274714,17.34721828005403,0.784565369297918,78.48287767857143,243.5,266.5,222.5,270.5,250.75
15,4,100,,99,2221,26.538574084274714,17.34721828005403,0.784565369297918,78.48287767857143,243.5,266.5,222.5,270.5,250.75
30,1,100,10.0,99,2206,26.609497734379868,17.55193817410868,0.7831200362334202,76.7975472762048,301.0,269.0,243.0,192.0,251.25
30,1,100,20.0,99,2206,26.61000512020786,17.553086336641602,0.7831117652866915,76.7963658798084,303.0,271.0,245.0,190.0,252.25
30,1,100,,99,2206,26.61000512020786,17.553086336641602,0.7831117652866915,76.7963658798084,303.0,271.0,245.0,190.0,252.25
30,1,100,30.0,99,2206,26.61000512020786,17.553086336641602,0.7831117652866915,76.7963658798084,303.0,271.0,245.0,190.0,252.25
90,1,400,10.0,99,2147,26.89073526764333,18.06546574278255,0.7834085149129866,77.17870000964143,307.0,277.0,237.0,197.0,254.5
90,1,100,10.0,99,2147,26.909019533838762,18.05109185122885,0.7833904416076182,77.37750872090749,305.0,282.0,238.0,216.0,260.25
90,1,300,10.0,99,2147,26.915448891066372,18.063953928828305,0.7830102201068042,77.36943184761282,306.0,283.0,247.0,215.0,262.75
90,1,200,10.0,99,2147,26.923842878231216,18.065714823733828,0.782874855955781,77.35626850899361,308.0,284.0,252.0,214.0,264.5
90,1,400,20.0,99,2147,27.044504967841345,18.19091522163337,0.7809243557977659,77.44082382252516,315.0,309.0,272.0,221.0,279.25
90,1,400,30.0,99,2147,27.04453650989741,18.19094613504799,0.7809238447808113,77.44105912345107,316.5,310.5,273.5,222.5,280.75
90,1,400,,99,2147,27.04453650989741,18.19094613504799,0.7809238447808113,77.44105912345107,316.5,310.5,273.5,222.5,280.75
90,1,100,,99,2147,27.060755439036395,18.17662017024408,0.7810093244509813,77.6543616112964,309.5,312.5,269.5,239.0,282.625
90,1,100,30.0,99,2147,27.060755439036395,18.17662017024408,0.7810093244509813,77.6543616112964,309.5,312.5,269.5,239.0,282.625
7,2,200,,99,2229,26.87826257045523,17.47760576416928,0.776815069609192,79.43217142857142,274.5,274.5,294.5,290.5,283.5
7,2,200,10.0,99,2229,26.87826257045523,17.47760576416928,0.776815069609192,79.43217142857142,274.5,274.5,294.5,290.5,283.5
7,2,200,20.0,99,2229,26.87826257045523,17.47760576416928,0.776815069609192,79.43217142857142,274.5,274.5,294.5,290.5,283.5
7,2,200,30.0,99,2229,26.87826257045523,17.47760576416928,0.776815069609192,79.43217142857142,274.5,274.5,294.5,290.5,283.5
90,1,100,20.0,99,2147,27.06079588447335,18.176681166207437,0.7810086698365748,77.6543616112964,311.0,314.0,271.0,239.0,283.75
7,2,100,20.0,99,2229,26.897738738899168,17.466499475848657,0.7764766699886707,79.53665535714286,262.5,279.5,298.5,298.5,284.75
7,2,100,30.0,99,2229,26.897738738899168,17.466499475848657,0.7764766699886707,79.53665535714286,262.5,279.5,298.5,298.5,284.75
7,2,100,10.0,99,2229,26.897738738899168,17.466499475848657,0.7764766699886707,79.53665535714286,262.5,279.5,298.5,298.5,284.75
7,2,100,,99,2229,26.897738738899168,17.466499475848657,0.7764766699886707,79.53665535714286,262.5,279.5,298.5,298.5,284.75
90,1,300,20.0,99,2147,27.070049909391184,18.1915363233918,0.7805103036626666,77.62775787520175,318.0,315.0,283.0,235.0,287.75
90,1,200,30.0,99,2147,27.07475319163852,18.18692697503917,0.7804340266202499,77.61913196711465,313.5,318.5,286.5,233.0,287.875
90,1,200,,99,2147,27.07475319163852,18.18692697503917,0.7804340266202499,77.61913196711465,313.5,318.5,286.5,233.0,287.875
90,1,200,20.0,99,2147,27.07475850966684,18.186922344547018,0.7804339403658584,77.61913196711465,312.0,320.0,288.0,233.0,288.25
90,1,300,,99,2147,27.07008939104573,18.19154161834009,0.7805096634109703,77.62807160976965,319.5,316.5,284.5,236.5,289.25
90,1,300,30.0,99,2147,27.07008939104573,18.19154161834009,0.7805096634109703,77.62807160976965,319.5,316.5,284.5,236.5,289.25
7,1,100,30.0,99,2229,26.948036917502566,17.490300033647376,0.7771897062935541,80.40622104166665,278.5,290.5,290.5,310.5,292.5
7,1,100,10.0,99,2229,26.948036917502566,17.490300033647376,0.7771897062935541,80.40622104166665,278.5,290.5,290.5,310.5,292.5
7,1,100,20.0,99,2229,26.948036917502566,17.490300033647376,0.7771897062935541,80.40622104166665,278.5,290.5,290.5,310.5,292.5
7,1,100,,99,2229,26.948036917502566,17.490300033647376,0.7771897062935541,80.40622104166665,278.5,290.5,290.5,310.5,292.5
7,2,400,,99,2229,26.927107182805813,17.513489839801107,0.7760031654420458,79.49332299107148,290.5,286.5,302.5,294.5,293.5
7,2,400,30.0,99,2229,26.927107182805813,17.513489839801107,0.7760031654420458,79.49332299107148,290.5,286.5,302.5,294.5,293.5
7,2,400,10.0,99,2229,26.927107182805813,17.513489839801107,0.7760031654420458,79.49332299107148,290.5,286.5,302.5,294.5,293.5
7,2,400,20.0,99,2229,26.927107182805813,17.513489839801107,0.7760031654420458,79.49332299107148,290.5,286.5,302.5,294.5,293.5
7,2,300,20.0,99,2229,26.9553558987197,17.52435115846668,0.775532937281517,79.67593690476191,294.5,294.5,306.5,302.5,299.5
7,2,300,10.0,99,2229,26.9553558987197,17.52435115846668,0.775532937281517,79.67593690476191,294.5,294.5,306.5,302.5,299.5
7,2,300,,99,2229,26.9553558987197,17.52435115846668,0.775532937281517,79.67593690476191,294.5,294.5,306.5,302.5,299.5
7,2,300,30.0,99,2229,26.9553558987197,17.52435115846668,0.775532937281517,79.67593690476191,294.5,294.5,306.5,302.5,299.5
7,1,400,,99,2229,26.970321127486493,17.504038828323615,0.7723195804949368,80.37977696800594,286.5,298.5,310.5,306.5,300.5
7,1,400,10.0,99,2229,26.970321127486493,17.504038828323615,0.7723195804949368,80.37977696800594,286.5,298.5,310.5,306.5,300.5
7,1,400,20.0,99,2229,26.970321127486493,17.504038828323615,0.7723195804949368,80.37977696800594,286.5,298.5,310.5,306.5,300.5
7,1,400,30.0,99,2229,26.970321127486493,17.504038828323615,0.7723195804949368,80.37977696800594,286.5,298.5,310.5,306.5,300.5
7,1,200,20.0,99,2229,26.984236092942183,17.494485412741138,0.772084582739964,80.45390213541671,282.5,302.5,314.5,314.5,303.5
7,1,200,,99,2229,26.984236092942183,17.494485412741138,0.772084582739964,80.45390213541671,282.5,302.5,314.5,314.5,303.5
7,1,200,30.0,99,2229,26.984236092942183,17.494485412741138,0.772084582739964,80.45390213541671,282.5,302.5,314.5,314.5,303.5
7,1,200,10.0,99,2229,26.984236092942183,17.494485412741138,0.772084582739964,80.45390213541671,282.5,302.5,314.5,314.5,303.5
7,1,300,10.0,99,2229,27.0209022260156,17.52449925626838,0.7714647797870862,80.54231768353179,298.5,306.5,318.5,318.5,310.5
7,1,300,20.0,99,2229,27.0209022260156,17.52449925626838,0.7714647797870862,80.54231768353179,298.5,306.5,318.5,318.5,310.5
7,1,300,30.0,99,2229,27.0209022260156,17.52449925626838,0.7714647797870862,80.54231768353179,298.5,306.5,318.5,318.5,310.5
7,1,300,,99,2229,27.0209022260156,17.52449925626838,0.7714647797870862,80.54231768353179,298.5,306.5,318.5,318.5,310.5
