sliding_window,lag_price_window,n_estimators,max_depth,percentile,data_points,mse,mae,r2,worst_avg_error
7,1,300,,100,2252,947.0067126569508,18.831920060193408,0.7221256997446426,19.80869709131993
7,1,300,,99,2229,730.1291571078948,17.52449925626838,0.7714647797870862,19.02532597976173
7,1,300,,95,2139,454.1896153482811,14.711344917926342,0.8452820605147426,19.80869709131993
7,1,300,,85,1914,200.2119722093973,10.504763999477532,0.9250621120170888,21.98602430482991
7,1,300,,75,1689,102.1851807715161,7.86681477106769,0.959531761532788,24.54626192947832
7,2,300,,100,2252,955.0665939793197,18.851458614071444,0.719760738807554,19.829530792686093
7,2,300,,99,2229,726.5912116266429,17.52435115846668,0.775532937281517,19.045268071880766
7,2,300,,95,2139,463.2064728396554,14.774818824476649,0.8441262126230635,19.829530792686093
7,2,300,,85,1914,198.2512638253087,10.474019278416344,0.9254139570906056,22.005547439335892
7,2,300,,75,1689,101.90884581375303,7.8627942026840305,0.958401656844847,24.568018116571277
7,4,300,,100,2252,792.965042970285,17.64989376850208,0.7673251905214886,18.56359029141344
7,4,300,,99,2229,624.4531285444547,16.500023867205034,0.8082423067990012,17.831227276805752
7,4,300,,95,2139,401.84518100850386,13.987045909303422,0.868942374290165,18.56359029141344
7,4,300,,85,1914,184.86424748663669,10.118191222570543,0.9299539118150238,20.59727035876002
7,4,300,,75,1689,95.13232886640486,7.596056483126118,0.9606176519476061,22.99098361949872
7,6,300,,100,2252,796.131512300177,16.330803730017774,0.7663960730848708,17.18578775128566
7,6,300,,99,2229,592.9755878869445,15.062359802602076,0.8190591011016986,16.499300134589514
7,6,300,,95,2139,348.75607391304317,12.362248714352514,0.8888370965369763,17.18578775128566
7,6,300,,85,1914,138.9688927377222,8.480141065830741,0.9511315476120376,19.10319749216302
7,6,300,,75,1689,65.14455660153978,6.139911190053312,0.9732450060867438,21.377199526346956
10,1,300,,100,2249,907.4636690645117,18.461132406313446,0.7340586325996932,19.41907667196758
10,1,300,,99,2226,701.5541843070595,17.182862395487195,0.7807421084758711,18.65122473700661
10,1,300,,95,2136,436.8825497701346,14.423141842030299,0.8505492178471343,19.41907667196758
10,1,300,,85,1911,191.28090384933353,10.278423185705705,0.9272868307108583,21.55013752675266
10,1,300,,75,1687,97.89691990660434,7.705979351389243,0.9596538051497726,24.0412247319684
10,2,300,,100,2249,911.3478570398931,18.42647512562903,0.732920332195361,19.385212417699602
10,2,300,,99,2226,696.3805325309577,17.137526530790517,0.7841281358693156,18.616172727256526
10,2,300,,95,2136,435.9328897109127,14.399363166763276,0.8512236709159452,19.385212417699602
10,2,300,,85,1911,195.40028307747306,10.31669864630834,0.9247323517252873,21.526850228086353
10,2,300,,75,1687,100.253284878985,7.707347465680603,0.9559837168171784,24.044487069278613
10,4,300,,100,2249,909.3666981852291,18.498930294945897,0.7335009307502208,19.45919102684145
10,4,300,,99,2226,697.5153917357732,17.22469227313567,0.7828678922096135,18.689362773285414
10,4,300,,95,2136,444.43548246890504,14.537433130461922,0.8474397346849103,19.45919102684145
10,4,300,,85,1911,203.8278054055688,10.443972161172159,0.9203857923329768,21.591493598465018
10,4,300,,75,1687,100.27052360897429,7.699637660541392,0.9569768862598856,24.10409181979846
10,6,300,,100,2249,830.979954910408,18.217852556691867,0.7564729553096754,19.160267322097383
10,6,300,,99,2226,652.7131873185273,17.04176476489967,0.801523163677966,18.405301752021565
10,6,300,,95,2136,426.82250367997887,14.53451502808989,0.8564417835297641,19.160267322097383
10,6,300,,85,1911,203.94879855510086,10.631722448979595,0.9211687041472333,21.2418063840921
10,6,300,,75,1687,106.98025678387206,8.010350780478168,0.9546737117983081,23.67545884212607
15,1,300,,100,2244,873.7258589003477,18.29499814768032,0.7444878506154631,19.249923361927575
15,1,300,,99,2221,686.7065524922155,17.091340158114555,0.7890742900273902,18.483855159865517
15,1,300,,95,2131,442.4426724701419,14.440750565882048,0.8524928521217865,19.249923361927575
15,1,300,,85,1907,192.78755664707882,10.275691621730825,0.9291428592337001,21.35777696988424
15,1,300,,75,1683,97.48617043761386,7.666569201634941,0.9607566937880483,23.83473095760465
15,2,300,,100,2244,872.5474032477623,18.25495975041027,0.7448324778617317,19.207412274586044
15,2,300,,99,2221,668.2237482032251,17.011028326543887,0.7954426099770017,18.44355346537024
15,2,300,,95,2131,425.9353548181372,14.386272319687459,0.8582475710115108,19.207412274586044
15,2,300,,85,1907,198.03880901192753,10.432261028624701,0.9244884270024482,21.311970498705687
15,2,300,,75,1683,101.18249327839328,7.805210984966384,0.9568274694767731,23.79779945595073
15,4,300,,100,2244,909.8153294052589,18.54886770647653,0.7339338558069938,19.515528218363837
15,4,300,,99,2221,696.0532526132267,17.27151825003752,0.7873978381017295,18.74015419480714
15,4,300,,95,2131,440.2764984299109,14.561622931331142,0.8488506542168344,19.515528218363837
15,4,300,,85,1907,202.8538117683055,10.527011728718751,0.9193472193778025,21.659993532599195
15,4,300,,75,1683,104.12036170924267,7.862249752426221,0.9531316976588116,24.174339988116454
15,6,300,,100,2244,898.0839068150477,18.55696706773618,0.7373645897961832,19.52356511809792
15,6,300,,99,2221,694.7941839783969,17.31369461203662,0.7857741885227082,18.748238271049075
15,6,300,,95,2131,451.44098460315666,14.677543125293292,0.8460940211841431,19.52356511809792
15,6,300,,85,1907,205.70449724383957,10.550373326341548,0.9159163015277483,21.672542859639922
15,6,300,,75,1683,103.05427730939384,7.825039988116459,0.9538360061037772,24.19949051297286
30,1,300,,100,2229,898.5365515327496,18.680262066912906,0.7389182759429128,19.652382464650326
30,1,300,,99,2206,701.4380205385277,17.45479171048928,0.7861022676433028,18.87442816535983
30,1,300,,95,2117,464.2276481975407,14.860379300637907,0.8465907183741919,19.652382464650326
30,1,300,,85,1894,208.9245867739814,10.643905358342181,0.9240367736948175,21.81508234514908
30,1,300,,75,1672,107.15829022643037,7.939403133651521,0.9562159304739216,24.36118690422682
30,2,300,,100,2229,838.8695717702982,17.8689757429661,0.756255309054239,18.79864211828284
30,2,300,,99,2206,633.3375284382448,16.626257584347886,0.8070664421905187,18.054651494894877
30,2,300,,95,2117,405.6095787752585,14.086437756764965,0.8638091447506828,18.79864211828284
30,2,300,,85,1894,194.4248867730061,10.281390492847088,0.9245378048503714,20.862919217390758
30,2,300,,75,1672,100.59772590045078,7.692128277345828,0.9547661201201803,23.282015284067175
30,4,300,,100,2229,860.5392061582786,18.209063900104685,0.749958909095829,19.154310077153205
30,4,300,,99,2206,657.4250233026441,16.964629752190998,0.7989185726005101,18.398354245995773
30,4,300,,95,2117,425.49702169941327,14.400516643048341,0.8550571583671029,19.154310077153205
30,4,300,,85,1894,198.76733148154457,10.451533456529392,0.9189644471292413,21.25717965505104
30,4,300,,75,1672,104.84145465508513,7.867113476874007,0.9509317129921033,23.714510964912282
30,6,300,,100,2229,861.3958089789954,18.424876282338868,0.7497100117739746,19.383424909463077
30,6,300,,99,2206,665.833936746817,17.198166304019345,0.7959178426236316,18.61604699304926
30,6,300,,95,2117,436.3159619695409,14.661120044087546,0.8533774172309139,19.383424909463077
30,6,300,,85,1894,207.9217623169336,10.722621277719114,0.9128442902818169,21.513642414642735
30,6,300,,75,1672,110.45348105373405,8.09715109649123,0.9463802210216807,24.004338636363634
90,1,300,,100,2169,950.5522206497968,19.45742613605347,0.7310745517298389,20.468912000628997
90,1,300,,99,2147,732.7897396392067,18.19154161834009,0.7805096634109703,19.65621959303962
90,1,300,,95,2060,488.1686088151233,15.56763285914953,0.8475811363426786,20.468912000628997
90,1,300,,85,1843,233.97805953671806,11.420259259396616,0.913724866794563,22.704389029672566
90,1,300,,75,1627,125.75668703418125,8.662171757231464,0.9454800958799131,25.309655152409096
90,2,300,,100,2169,868.1906386728108,18.571627831474526,0.754375875815179,19.53595972482277
90,2,300,,99,2147,667.6049103713549,17.345617109052125,0.8019892946974337,18.761194395187818
90,2,300,,95,2060,444.92021135847995,14.85861246576899,0.8567326051957198,19.53595972482277
