window_size,num_days_back,mse,r2
3,10,41.86496640953377,-19.050031206299614
5,10,3.4055240032803615,-17.418193635913283
7,10,21158.251581912482,-2200.6911115413645
3,15,6.82761312793475,-0.5991890172860432
5,15,58.61411298586239,-31.21814487179124
