Datetime,MarginalES
2020-03-29 14:00:00,24.0
2020-03-30 14:00:00,19.12
2020-03-31 14:00:00,25.99
2020-04-01 14:00:00,28.0
2020-04-02 14:00:00,25.0
2020-04-03 14:00:00,25.5
2020-04-04 14:00:00,10.82
2020-04-05 14:00:00,5.5
2020-04-06 14:00:00,28.7
2020-04-07 14:00:00,20.3
2020-04-08 14:00:00,23.0
2020-04-09 14:00:00,24.8
2020-04-10 14:00:00,24.0
2020-04-11 14:00:00,26.0
2020-04-12 14:00:00,16.8
2020-04-13 14:00:00,26.29
2020-04-14 14:00:00,25.25
2020-04-15 14:00:00,15.67
2020-04-16 14:00:00,12.0
2020-04-17 14:00:00,15.61
2020-04-18 14:00:00,23.46
2020-04-19 14:00:00,15.01
2020-04-20 14:00:00,13.51
2020-04-21 14:00:00,9.99
2020-04-22 14:00:00,8.4
2020-04-23 14:00:00,16.63
2020-04-24 14:00:00,15.0
2020-04-25 14:00:00,21.33
2020-04-26 14:00:00,16.23
2020-04-27 14:00:00,20.39
2020-04-28 14:00:00,21.87
2020-04-29 14:00:00,10.22
2020-04-30 14:00:00,8.46
2020-05-01 14:00:00,2.01
2020-05-02 14:00:00,7.35
2020-05-03 14:00:00,12.0
2020-05-04 14:00:00,16.37
2020-05-05 14:00:00,19.3
2020-05-06 14:00:00,22.01
2020-05-07 14:00:00,21.51
2020-05-08 14:00:00,20.84
2020-05-09 14:00:00,16.93
2020-05-10 14:00:00,11.85
2020-05-11 14:00:00,16.5
2020-05-12 14:00:00,25.25
2020-05-13 14:00:00,26.97
2020-05-14 14:00:00,24.9
2020-05-15 14:00:00,23.03
2020-05-16 14:00:00,13.38
2020-05-17 14:00:00,15.0
2020-05-18 14:00:00,26.03
2020-05-19 14:00:00,26.99
2020-05-20 14:00:00,27.94
2020-05-21 14:00:00,28.71
2020-05-22 14:00:00,30.19
2020-05-23 14:00:00,19.6
2020-05-24 14:00:00,11.0
2020-05-25 14:00:00,26.76
2020-05-26 14:00:00,25.5
2020-05-27 14:00:00,26.95
2020-05-28 14:00:00,29.6
2020-05-29 14:00:00,34.26
2020-05-30 14:00:00,29.9
2020-05-31 14:00:00,32.9
2020-06-01 14:00:00,34.45
2020-06-02 14:00:00,36.17
2020-06-03 14:00:00,34.9
2020-06-04 14:00:00,28.1
2020-06-05 14:00:00,29.34
2020-06-06 14:00:00,27.0
2020-06-07 14:00:00,17.48
2020-06-08 14:00:00,28.78
2020-06-09 14:00:00,31.09
2020-06-10 14:00:00,34.14
2020-06-11 14:00:00,20.9
2020-06-12 14:00:00,19.0
2020-06-13 14:00:00,18.5
2020-06-14 14:00:00,23.46
2020-06-15 14:00:00,33.15
2020-06-16 14:00:00,33.8
2020-06-17 14:00:00,36.01
2020-06-18 14:00:00,35.64
2020-06-19 14:00:00,35.8
2020-06-20 14:00:00,31.78
2020-06-21 14:00:00,25.6
2020-06-22 14:00:00,29.09
2020-06-23 14:00:00,35.83
2020-06-24 14:00:00,37.44
2020-06-25 14:00:00,39.98
2020-06-26 14:00:00,36.1
2020-06-27 14:00:00,29.13
2020-06-28 14:00:00,28.88
2020-06-29 14:00:00,39.84
2020-06-30 14:00:00,39.19
2020-07-01 14:00:00,39.41
2020-07-02 14:00:00,40.01
2020-07-03 14:00:00,37.87
2020-07-04 14:00:00,30.5
2020-07-05 14:00:00,26.8
2020-07-06 14:00:00,32.5
2020-07-07 14:00:00,39.08
2020-07-08 14:00:00,40.6
2020-07-09 14:00:00,42.53
2020-07-10 14:00:00,40.5
2020-07-11 14:00:00,26.3
2020-07-12 14:00:00,27.9
2020-07-13 14:00:00,35.0
2020-07-14 14:00:00,37.5
2020-07-15 14:00:00,34.99
2020-07-16 14:00:00,39.93
2020-07-17 14:00:00,36.05
2020-07-18 14:00:00,33.0
2020-07-19 14:00:00,27.2
2020-07-20 14:00:00,38.55
2020-07-21 14:00:00,38.47
2020-07-22 14:00:00,41.2
2020-07-23 14:00:00,43.4
2020-07-24 14:00:00,41.59
2020-07-25 14:00:00,37.49
2020-07-26 14:00:00,28.0
2020-07-27 14:00:00,40.0
2020-07-28 14:00:00,40.0
2020-07-29 14:00:00,41.17
2020-07-30 14:00:00,42.0
2020-07-31 14:00:00,46.14
2020-08-01 14:00:00,36.6
2020-08-02 14:00:00,27.4
2020-08-03 14:00:00,39.9
2020-08-04 14:00:00,36.88
2020-08-05 14:00:00,39.76
2020-08-06 14:00:00,39.27
2020-08-07 14:00:00,40.9
2020-08-08 14:00:00,32.65
2020-08-09 14:00:00,29.78
2020-08-10 14:00:00,41.46
2020-08-11 14:00:00,41.52
2020-08-12 14:00:00,41.51
2020-08-13 14:00:00,41.74
2020-08-14 14:00:00,39.17
2020-08-15 14:00:00,28.0
2020-08-16 14:00:00,22.64
2020-08-17 14:00:00,38.67
2020-08-18 14:00:00,39.59
2020-08-19 14:00:00,33.68
2020-08-20 14:00:00,34.62
2020-08-21 14:00:00,32.61
2020-08-22 14:00:00,38.29
2020-08-23 14:00:00,28.1
2020-08-24 14:00:00,42.26
2020-08-25 14:00:00,38.8
2020-08-26 14:00:00,42.31
2020-08-27 14:00:00,49.46
2020-08-28 14:00:00,44.33
2020-08-29 14:00:00,29.0
2020-08-30 14:00:00,30.4
2020-08-31 14:00:00,45.18
2020-09-01 14:00:00,49.77
2020-09-02 14:00:00,44.11
2020-09-03 14:00:00,44.35
2020-09-04 14:00:00,46.24
2020-09-05 14:00:00,34.89
2020-09-06 14:00:00,30.7
2020-09-07 14:00:00,43.98
2020-09-08 14:00:00,44.3
2020-09-09 14:00:00,50.07
2020-09-10 14:00:00,47.98
2020-09-11 14:00:00,49.17
2020-09-12 14:00:00,37.72
2020-09-13 14:00:00,32.26
2020-09-14 14:00:00,43.66
2020-09-15 14:00:00,50.99
2020-09-16 14:00:00,54.92
2020-09-17 14:00:00,49.87
2020-09-18 14:00:00,44.07
2020-09-19 14:00:00,36.97
2020-09-20 14:00:00,38.14
2020-09-21 14:00:00,51.62
2020-09-22 14:00:00,51.74
2020-09-23 14:00:00,48.53
2020-09-24 14:00:00,40.12
2020-09-25 14:00:00,20.7
2020-09-26 14:00:00,29.1
2020-09-27 14:00:00,24.25
2020-09-28 14:00:00,42.31
2020-09-29 14:00:00,50.55
2020-09-30 14:00:00,47.4
2020-10-01 14:00:00,44.36
2020-10-02 14:00:00,28.6
2020-10-03 14:00:00,16.25
2020-10-04 14:00:00,8.0
2020-10-05 14:00:00,36.32
2020-10-06 14:00:00,36.08
2020-10-07 14:00:00,38.4
2020-10-08 14:00:00,41.17
2020-10-09 14:00:00,43.77
2020-10-10 14:00:00,29.49
2020-10-11 14:00:00,25.0
2020-10-12 14:00:00,41.51
2020-10-13 14:00:00,41.31
2020-10-14 14:00:00,34.44
2020-10-15 14:00:00,40.65
2020-10-16 14:00:00,44.47
2020-10-17 14:00:00,38.8
2020-10-18 14:00:00,36.1
2020-10-19 14:00:00,29.4
2020-10-20 14:00:00,42.39
2020-10-21 14:00:00,32.45
2020-10-22 14:00:00,47.5
2020-10-23 14:00:00,46.32
2020-10-24 14:00:00,27.88
2020-10-25 14:00:00,16.15
2020-10-26 14:00:00,29.33
2020-10-27 14:00:00,36.27
2020-10-28 14:00:00,44.56
2020-10-29 14:00:00,44.82
2020-10-30 14:00:00,36.76
2020-10-31 14:00:00,34.0
2020-11-01 14:00:00,22.17
2020-11-02 14:00:00,44.25
2020-11-03 14:00:00,41.86
2020-11-04 14:00:00,43.95
2020-11-05 14:00:00,34.05
2020-11-06 14:00:00,38.27
2020-11-07 14:00:00,32.1
2020-11-08 14:00:00,33.31
2020-11-09 14:00:00,46.42
2020-11-10 14:00:00,50.0
2020-11-11 14:00:00,41.7
2020-11-12 14:00:00,45.05
2020-11-13 14:00:00,47.14
2020-11-14 14:00:00,41.3
2020-11-15 14:00:00,20.0
2020-11-16 14:00:00,45.19
2020-11-17 14:00:00,42.95
2020-11-18 14:00:00,41.8
2020-11-19 14:00:00,35.97
2020-11-20 14:00:00,43.49
2020-11-21 14:00:00,43.02
2020-11-22 14:00:00,41.05
2020-11-23 14:00:00,48.05
2020-11-24 14:00:00,45.91
2020-11-25 14:00:00,50.48
2020-11-26 14:00:00,52.95
2020-11-27 14:00:00,55.7
2020-11-28 14:00:00,48.34
2020-11-29 14:00:00,44.71
2020-11-30 14:00:00,55.06
2020-12-01 14:00:00,54.22
2020-12-02 14:00:00,47.12
2020-12-03 14:00:00,53.01
2020-12-04 14:00:00,49.17
2020-12-05 14:00:00,44.75
2020-12-06 14:00:00,38.05
2020-12-07 14:00:00,40.95
2020-12-08 14:00:00,33.18
2020-12-09 14:00:00,49.07
2020-12-10 14:00:00,46.51
2020-12-11 14:00:00,42.51
2020-12-12 14:00:00,39.15
2020-12-13 14:00:00,46.45
2020-12-14 14:00:00,52.86
2020-12-15 14:00:00,50.36
2020-12-16 14:00:00,54.48
2020-12-17 14:00:00,60.0
2020-12-18 14:00:00,53.7
2020-12-19 14:00:00,48.29
2020-12-20 14:00:00,45.1
2020-12-21 14:00:00,52.26
2020-12-22 14:00:00,46.27
2020-12-23 14:00:00,50.95
2020-12-24 14:00:00,42.01
2020-12-25 14:00:00,7.99
2020-12-26 14:00:00,32.39
2020-12-27 14:00:00,24.46
2020-12-28 14:00:00,14.07
2020-12-29 14:00:00,39.05
2020-12-30 14:00:00,52.01
2020-12-31 14:00:00,52.36
2021-01-01 14:00:00,37.55
2021-01-02 14:00:00,50.57
2021-01-03 14:00:00,46.64
2021-01-04 14:00:00,63.94
2021-01-05 14:00:00,72.52
2021-01-06 14:00:00,73.79
2021-01-07 14:00:00,100.0
2021-01-08 14:00:00,110.0
2021-01-09 14:00:00,75.03
2021-01-10 14:00:00,56.41
2021-01-11 14:00:00,80.98
2021-01-12 14:00:00,94.05
2021-01-13 14:00:00,97.12
2021-01-14 14:00:00,88.31
2021-01-15 14:00:00,76.64
2021-01-16 14:00:00,66.69
2021-01-17 14:00:00,61.75
2021-01-18 14:00:00,76.59
2021-01-19 14:00:00,80.0
2021-01-20 14:00:00,51.6
2021-01-21 14:00:00,49.72
2021-01-22 14:00:00,42.6
2021-01-23 14:00:00,29.05
2021-01-24 14:00:00,29.6
2021-01-25 14:00:00,67.0
2021-01-26 14:00:00,68.74
2021-01-27 14:00:00,64.28
2021-01-28 14:00:00,59.31
2021-01-29 14:00:00,49.01
2021-01-30 14:00:00,1.95
2021-01-31 14:00:00,1.95
2021-02-01 14:00:00,3.5
2021-02-02 14:00:00,35.1
2021-02-03 14:00:00,46.05
2021-02-04 14:00:00,55.69
2021-02-05 14:00:00,54.51
2021-02-06 14:00:00,39.77
2021-02-07 14:00:00,15.09
2021-02-08 14:00:00,3.5
2021-02-09 14:00:00,8.34
2021-02-10 14:00:00,20.0
2021-02-11 14:00:00,55.0
2021-02-12 14:00:00,32.12
2021-02-13 14:00:00,40.69
2021-02-14 14:00:00,8.0
2021-02-15 14:00:00,10.01
2021-02-16 14:00:00,12.44
2021-02-17 14:00:00,35.69
2021-02-18 14:00:00,43.52
2021-02-19 14:00:00,14.0
2021-02-20 14:00:00,0.16
2021-02-21 14:00:00,6.95
2021-02-22 14:00:00,35.5
2021-02-23 14:00:00,38.9
2021-02-24 14:00:00,10.1
2021-02-25 14:00:00,40.13
2021-02-26 14:00:00,40.19
2021-02-27 14:00:00,28.91
2021-02-28 14:00:00,15.85
2021-03-01 14:00:00,40.34
2021-03-02 14:00:00,46.63
2021-03-03 14:00:00,46.51
2021-03-04 14:00:00,53.98
2021-03-05 14:00:00,48.99
2021-03-06 14:00:00,39.95
2021-03-07 14:00:00,45.8
2021-03-08 14:00:00,55.68
2021-03-09 14:00:00,56.47
2021-03-10 14:00:00,51.94
2021-03-11 14:00:00,38.99
2021-03-12 14:00:00,30.43
2021-03-13 14:00:00,19.9
2021-03-14 14:00:00,10.07
2021-03-15 14:00:00,46.24
2021-03-16 14:00:00,30.57
2021-03-17 14:00:00,13.2
2021-03-18 14:00:00,37.03
2021-03-19 14:00:00,26.74
2021-03-20 14:00:00,16.0
2021-03-21 14:00:00,23.4
2021-03-22 14:00:00,54.81
2021-03-23 14:00:00,60.48
2021-03-24 14:00:00,61.14
2021-03-25 14:00:00,62.36
2021-03-26 14:00:00,60.16
2021-03-27 14:00:00,34.6
2021-03-28 14:00:00,32.0
2021-03-29 14:00:00,37.0
2021-03-30 14:00:00,42.83
2021-03-31 14:00:00,46.66
2021-04-01 14:00:00,43.23
2021-04-02 14:00:00,45.1
2021-04-03 14:00:00,23.7
2021-04-04 14:00:00,8.0
2021-04-05 14:00:00,48.32
2021-04-06 14:00:00,56.82
2021-04-07 14:00:00,65.03
2021-04-08 14:00:00,66.09
2021-04-09 14:00:00,65.13
2021-04-10 14:00:00,65.51
2021-04-11 14:00:00,45.9
2021-04-12 14:00:00,62.0
2021-04-13 14:00:00,72.0
2021-04-14 14:00:00,67.97
2021-04-15 14:00:00,69.0
2021-04-16 14:00:00,62.36
2021-04-17 14:00:00,55.77
2021-04-18 14:00:00,54.89
2021-04-19 14:00:00,78.04
2021-04-20 14:00:00,72.1
2021-04-21 14:00:00,75.0
2021-04-22 14:00:00,71.05
2021-04-23 14:00:00,54.6
2021-04-24 14:00:00,50.4
2021-04-25 14:00:00,54.55
2021-04-26 14:00:00,74.75
2021-04-27 14:00:00,78.86
2021-04-28 14:00:00,76.71
2021-04-29 14:00:00,77.02
2021-04-30 14:00:00,77.75
2021-05-01 14:00:00,51.4
2021-05-02 14:00:00,66.01
2021-05-03 14:00:00,76.5
2021-05-04 14:00:00,81.04
2021-05-05 14:00:00,73.55
2021-05-06 14:00:00,65.02
2021-05-07 14:00:00,70.0
2021-05-08 14:00:00,20.0
2021-05-09 14:00:00,0.16
2021-05-10 14:00:00,59.83
2021-05-11 14:00:00,39.47
2021-05-12 14:00:00,45.0
2021-05-13 14:00:00,46.0
2021-05-14 14:00:00,63.0
2021-05-15 14:00:00,10.0
2021-05-16 14:00:00,7.45
2021-05-17 14:00:00,76.68
2021-05-18 14:00:00,67.46
2021-05-19 14:00:00,75.01
2021-05-20 14:00:00,81.72
2021-05-21 14:00:00,65.07
2021-05-22 14:00:00,60.14
2021-05-23 14:00:00,78.46
2021-05-24 14:00:00,62.03
2021-05-25 14:00:00,75.18
2021-05-26 14:00:00,81.0
2021-05-27 14:00:00,84.63
2021-05-28 14:00:00,87.27
2021-05-29 14:00:00,83.5
2021-05-30 14:00:00,64.9
2021-05-31 14:00:00,87.05
2021-06-01 14:00:00,83.26
2021-06-02 14:00:00,83.51
2021-06-03 14:00:00,78.58
2021-06-04 14:00:00,83.29
2021-06-05 14:00:00,83.74
2021-06-06 14:00:00,65.26
2021-06-07 14:00:00,79.75
2021-06-08 14:00:00,80.0
2021-06-09 14:00:00,82.39
2021-06-10 14:00:00,84.34
2021-06-11 14:00:00,83.34
2021-06-12 14:00:00,76.7
2021-06-13 14:00:00,72.86
2021-06-14 14:00:00,88.07
2021-06-15 14:00:00,92.2
2021-06-16 14:00:00,89.99
2021-06-17 14:00:00,89.67
2021-06-18 14:00:00,94.07
2021-06-19 14:00:00,86.83
2021-06-20 14:00:00,27.2
2021-06-21 14:00:00,89.21
2021-06-22 14:00:00,90.28
2021-06-23 14:00:00,90.76
2021-06-24 14:00:00,87.34
2021-06-25 14:00:00,81.2
2021-06-26 14:00:00,68.97
2021-06-27 14:00:00,50.74
2021-06-28 14:00:00,87.2
2021-06-29 14:00:00,92.98
2021-06-30 14:00:00,96.08
2021-07-01 14:00:00,90.19
2021-07-02 14:00:00,95.71
2021-07-03 14:00:00,92.32
2021-07-04 14:00:00,74.0
2021-07-05 14:00:00,94.23
2021-07-06 14:00:00,96.3
2021-07-07 14:00:00,97.36
2021-07-08 14:00:00,97.8
2021-07-09 14:00:00,91.92
2021-07-10 14:00:00,88.55
2021-07-11 14:00:00,74.99
2021-07-12 14:00:00,87.53
2021-07-13 14:00:00,97.96
2021-07-14 14:00:00,88.55
2021-07-15 14:00:00,90.86
2021-07-16 14:00:00,90.01
2021-07-17 14:00:00,96.05
2021-07-18 14:00:00,71.87
2021-07-19 14:00:00,99.26
2021-07-20 14:00:00,102.0
2021-07-21 14:00:00,105.13
2021-07-22 14:00:00,100.27
2021-07-23 14:00:00,79.19
2021-07-24 14:00:00,93.45
2021-07-25 14:00:00,93.45
2021-07-26 14:00:00,104.46
2021-07-27 14:00:00,98.85
2021-07-28 14:00:00,106.27
2021-07-29 14:00:00,99.0
2021-07-30 14:00:00,99.18
2021-07-31 14:00:00,59.41
2021-08-01 14:00:00,69.49
2021-08-02 14:00:00,104.64
2021-08-03 14:00:00,107.31
2021-08-04 14:00:00,105.01
2021-08-05 14:00:00,97.8
2021-08-06 14:00:00,102.84
2021-08-07 14:00:00,45.0
2021-08-08 14:00:00,76.0
2021-08-09 14:00:00,107.15
2021-08-10 14:00:00,111.25
2021-08-11 14:00:00,114.81
2021-08-12 14:00:00,112.19
2021-08-13 14:00:00,119.22
2021-08-14 14:00:00,105.18
2021-08-15 14:00:00,105.91
2021-08-16 14:00:00,84.99
2021-08-17 14:00:00,89.14
2021-08-18 14:00:00,113.36
2021-08-19 14:00:00,121.1
2021-08-20 14:00:00,112.95
2021-08-21 14:00:00,104.51
2021-08-22 14:00:00,107.89
2021-08-23 14:00:00,94.0
2021-08-24 14:00:00,99.03
2021-08-25 14:00:00,117.03
2021-08-26 14:00:00,122.0
2021-08-27 14:00:00,119.91
2021-08-28 14:00:00,96.4
2021-08-29 14:00:00,96.97
2021-08-30 14:00:00,125.05
2021-08-31 14:00:00,128.95
2021-09-01 14:00:00,134.97
2021-09-02 14:00:00,138.91
2021-09-03 14:00:00,133.01
2021-09-04 14:00:00,113.7
2021-09-05 14:00:00,106.25
2021-09-06 14:00:00,126.4
2021-09-07 14:00:00,108.84
2021-09-08 14:00:00,129.48
2021-09-09 14:00:00,144.8
2021-09-10 14:00:00,150.0
2021-09-11 14:00:00,142.56
2021-09-12 14:00:00,116.3
2021-09-13 14:00:00,155.83
2021-09-14 14:00:00,163.74
2021-09-15 14:00:00,175.74
2021-09-16 14:00:00,186.0
2021-09-17 14:00:00,140.66
2021-09-18 14:00:00,140.37
2021-09-19 14:00:00,114.1
2021-09-20 14:00:00,149.76
2021-09-21 14:00:00,132.5
2021-09-22 14:00:00,180.0
2021-09-23 14:00:00,175.86
2021-09-24 14:00:00,178.31
2021-09-25 14:00:00,130.03
2021-09-26 14:00:00,138.6
2021-09-27 14:00:00,180.01
2021-09-28 14:00:00,180.0
2021-09-29 14:00:00,190.81
2021-09-30 14:00:00,195.0
2021-10-01 14:00:00,205.57
2021-10-02 14:00:00,131.9
2021-10-03 14:00:00,132.0
2021-10-04 14:00:00,163.93
2021-10-05 14:00:00,193.02
2021-10-06 14:00:00,193.43
2021-10-07 14:00:00,287.0
2021-10-08 14:00:00,188.8
2021-10-09 14:00:00,216.06
2021-10-10 14:00:00,160.0
2021-10-11 14:00:00,175.01
2021-10-12 14:00:00,175.53
2021-10-13 14:00:00,168.74
2021-10-14 14:00:00,198.89
2021-10-15 14:00:00,211.72
2021-10-16 14:00:00,216.25
2021-10-17 14:00:00,198.41
2021-10-18 14:00:00,193.73
2021-10-19 14:00:00,188.69
2021-10-20 14:00:00,179.7
2021-10-21 14:00:00,183.27
2021-10-22 14:00:00,188.69
2021-10-23 14:00:00,190.7
2021-10-24 14:00:00,193.6
2021-10-25 14:00:00,203.18
2021-10-26 14:00:00,200.6
2021-10-27 14:00:00,197.67
2021-10-28 14:00:00,185.26
2021-10-29 14:00:00,185.25
2021-10-30 14:00:00,129.89
2021-10-31 14:00:00,61.66
2021-11-01 14:00:00,70.62
2021-11-02 14:00:00,111.11
2021-11-03 14:00:00,119.9
2021-11-04 14:00:00,162.6
2021-11-05 14:00:00,147.62
2021-11-06 14:00:00,136.28
2021-11-07 14:00:00,123.0
2021-11-08 14:00:00,141.06
2021-11-09 14:00:00,171.46
2021-11-10 14:00:00,194.65
2021-11-11 14:00:00,176.97
2021-11-12 14:00:00,185.53
2021-11-13 14:00:00,176.52
2021-11-14 14:00:00,170.02
2021-11-15 14:00:00,146.13
2021-11-16 14:00:00,189.81
2021-11-17 14:00:00,165.17
2021-11-18 14:00:00,219.83
2021-11-19 14:00:00,225.38
2021-11-20 14:00:00,214.72
2021-11-21 14:00:00,213.73
2021-11-22 14:00:00,243.44
2021-11-23 14:00:00,217.42
2021-11-24 14:00:00,222.36
2021-11-25 14:00:00,220.3
2021-11-26 14:00:00,218.42
2021-11-27 14:00:00,173.67
2021-11-28 14:00:00,192.81
2021-11-29 14:00:00,216.69
2021-11-30 14:00:00,270.0
2021-12-01 14:00:00,237.9
2021-12-02 14:00:00,183.13
2021-12-03 14:00:00,197.78
2021-12-04 14:00:00,222.0
2021-12-05 14:00:00,23.08
2021-12-06 14:00:00,192.79
2021-12-07 14:00:00,193.99
2021-12-08 14:00:00,50.69
2021-12-09 14:00:00,210.0
2021-12-10 14:00:00,215.1
2021-12-11 14:00:00,250.0
2021-12-12 14:00:00,257.82
2021-12-13 14:00:00,259.99
2021-12-14 14:00:00,284.13
2021-12-15 14:00:00,290.0
2021-12-16 14:00:00,309.96
2021-12-17 14:00:00,317.58
2021-12-18 14:00:00,293.74
2021-12-19 14:00:00,321.0
2021-12-20 14:00:00,353.78
2021-12-21 14:00:00,322.61
2021-12-22 14:00:00,357.26
2021-12-23 14:00:00,400.75
2021-12-24 14:00:00,312.88
2021-12-25 14:00:00,248.61
2021-12-26 14:00:00,193.73
2021-12-27 14:00:00,103.64
2021-12-28 14:00:00,116.76
2021-12-29 14:00:00,205.62
2021-12-30 14:00:00,184.94
2021-12-31 14:00:00,125.02
2022-01-01 14:00:00,96.8
2022-01-02 14:00:00,110.52
2022-01-03 14:00:00,142.04
2022-01-04 14:00:00,179.59
2022-01-05 14:00:00,197.34
2022-01-06 14:00:00,204.43
2022-01-07 14:00:00,211.94
2022-01-08 14:00:00,185.0
2022-01-09 14:00:00,69.77
2022-01-10 14:00:00,216.01
2022-01-11 14:00:00,207.0
2022-01-12 14:00:00,197.42
2022-01-13 14:00:00,213.93
2022-01-14 14:00:00,180.66
2022-01-15 14:00:00,200.0
2022-01-16 14:00:00,195.02
2022-01-17 14:00:00,235.16
2022-01-18 14:00:00,216.73
2022-01-19 14:00:00,206.96
2022-01-20 14:00:00,172.01
2022-01-21 14:00:00,161.8
2022-01-22 14:00:00,191.05
2022-01-23 14:00:00,186.29
2022-01-24 14:00:00,230.63
2022-01-25 14:00:00,216.53
2022-01-26 14:00:00,233.16
2022-01-27 14:00:00,231.0
2022-01-28 14:00:00,211.88
2022-01-29 14:00:00,212.19
2022-01-30 14:00:00,221.86
2022-01-31 14:00:00,221.57
2022-02-01 14:00:00,190.02
2022-02-02 14:00:00,195.0
2022-02-03 14:00:00,192.68
2022-02-04 14:00:00,179.85
2022-02-05 14:00:00,189.0
2022-02-06 14:00:00,178.95
2022-02-07 14:00:00,199.46
2022-02-08 14:00:00,182.44
2022-02-09 14:00:00,188.05
2022-02-10 14:00:00,180.14
2022-02-11 14:00:00,174.5
2022-02-12 14:00:00,171.0
2022-02-13 14:00:00,117.92
2022-02-14 14:00:00,162.9
2022-02-15 14:00:00,162.9
2022-02-16 14:00:00,155.2
2022-02-17 14:00:00,133.89
2022-02-18 14:00:00,180.49
2022-02-19 14:00:00,120.84
2022-02-20 14:00:00,130.16
2022-02-21 14:00:00,147.1
2022-02-22 14:00:00,160.0
2022-02-23 14:00:00,177.89
2022-02-24 14:00:00,208.12
2022-02-25 14:00:00,240.3
2022-02-26 14:00:00,240.28
2022-02-27 14:00:00,247.28
2022-02-28 14:00:00,221.88
2022-03-01 14:00:00,221.5
2022-03-02 14:00:00,225.9
2022-03-03 14:00:00,349.15
2022-03-04 14:00:00,309.97
2022-03-05 14:00:00,365.04
2022-03-06 14:00:00,338.54
2022-03-07 14:00:00,447.48
2022-03-08 14:00:00,460.0
2022-03-09 14:00:00,356.74
2022-03-10 14:00:00,345.92
2022-03-11 14:00:00,270.0
2022-03-12 14:00:00,199.54
2022-03-13 14:00:00,252.95
2022-03-14 14:00:00,221.1
2022-03-15 14:00:00,247.63
2022-03-16 14:00:00,270.68
2022-03-17 14:00:00,200.0
2022-03-18 14:00:00,212.46
2022-03-19 14:00:00,188.1
2022-03-20 14:00:00,193.0
2022-03-21 14:00:00,218.5
2022-03-22 14:00:00,197.99
2022-03-23 14:00:00,197.54
2022-03-24 14:00:00,215.3
2022-03-25 14:00:00,250.08
2022-03-26 14:00:00,220.0
2022-03-27 14:00:00,182.89
2022-03-28 14:00:00,219.55
2022-03-29 14:00:00,257.78
2022-03-30 14:00:00,260.0
2022-03-31 14:00:00,197.82
2022-04-01 14:00:00,194.92
2022-04-02 14:00:00,164.39
2022-04-03 14:00:00,172.7
2022-04-04 14:00:00,266.7
2022-04-05 14:00:00,284.13
2022-04-06 14:00:00,217.9
2022-04-07 14:00:00,186.38
2022-04-08 14:00:00,82.0
2022-04-09 14:00:00,230.0
2022-04-10 14:00:00,3.7
2022-04-11 14:00:00,90.0
2022-04-12 14:00:00,242.85
2022-04-13 14:00:00,208.0
2022-04-14 14:00:00,195.19
2022-04-15 14:00:00,167.65
2022-04-16 14:00:00,89.99
2022-04-17 14:00:00,25.21
2022-04-18 14:00:00,63.15
2022-04-19 14:00:00,106.17
2022-04-20 14:00:00,60.24
2022-04-21 14:00:00,145.0
2022-04-22 14:00:00,207.0
2022-04-23 14:00:00,3.7
2022-04-24 14:00:00,130.04
2022-04-25 14:00:00,180.1
2022-04-26 14:00:00,215.0
2022-04-27 14:00:00,200.62
2022-04-28 14:00:00,200.09
2022-04-29 14:00:00,191.0
2022-04-30 14:00:00,172.94
2022-05-01 14:00:00,150.74
2022-05-02 14:00:00,190.45
2022-05-03 14:00:00,196.01
2022-05-04 14:00:00,200.78
2022-05-05 14:00:00,179.0
2022-05-06 14:00:00,181.0
2022-05-07 14:00:00,152.0
2022-05-08 14:00:00,116.87
2022-05-09 14:00:00,199.15
2022-05-10 14:00:00,186.52
2022-05-11 14:00:00,163.98
2022-05-12 14:00:00,166.04
2022-05-13 14:00:00,187.55
2022-05-14 14:00:00,143.72
2022-05-15 14:00:00,45.35
2022-05-16 14:00:00,169.0
2022-05-17 14:00:00,161.57
2022-05-18 14:00:00,167.3
2022-05-19 14:00:00,163.7
2022-05-20 14:00:00,190.07
2022-05-21 14:00:00,167.45
2022-05-22 14:00:00,141.98
2022-05-23 14:00:00,187.91
2022-05-24 14:00:00,169.47
2022-05-25 14:00:00,180.18
2022-05-26 14:00:00,155.0
2022-05-27 14:00:00,163.29
2022-05-28 14:00:00,144.0
2022-05-29 14:00:00,133.49
2022-05-30 14:00:00,191.62
2022-05-31 14:00:00,184.07
2022-06-01 14:00:00,180.0
2022-06-02 14:00:00,174.91
2022-06-03 14:00:00,180.19
2022-06-04 14:00:00,178.37
2022-06-05 14:00:00,166.55
2022-06-06 14:00:00,174.0
2022-06-07 14:00:00,185.0
2022-06-08 14:00:00,170.03
2022-06-09 14:00:00,174.0
2022-06-10 14:00:00,190.92
2022-06-11 14:00:00,165.16
2022-06-12 14:00:00,149.1
2022-06-13 14:00:00,204.02
2022-06-14 14:00:00,201.32
2022-06-15 14:00:00,155.4
2022-06-16 14:00:00,157.18
2022-06-17 14:00:00,173.44
2022-06-18 14:00:00,117.66
2022-06-19 14:00:00,80.0
2022-06-20 14:00:00,130.0
2022-06-21 14:00:00,135.73
2022-06-22 14:00:00,147.19
2022-06-23 14:00:00,142.08
2022-06-24 14:00:00,118.75
2022-06-25 14:00:00,109.01
2022-06-26 14:00:00,102.7
2022-06-27 14:00:00,142.43
2022-06-28 14:00:00,143.55
